[3300, 2550]
[paragraph, [280.0, 293.0, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 345.5, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 398.0, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 450.5, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 503.0, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 555.5, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 608.0, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 660.5, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 713.0, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 765.5, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 818.0, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [280.0, 870.5, 1992.0, 52.5], zVFfmoE3ve, 5720535]
[paragraph, [284.0, 1127.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1179.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1232.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1284.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1337.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1389.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1442.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1494.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1547.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1599.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1652.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1704.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1757.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1809.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1862.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1914.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 1967.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2019.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2072.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2124.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2177.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2229.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2282.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2334.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2387.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2439.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2492.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2544.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2597.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2649.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2702.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2754.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2807.0, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
[paragraph, [284.0, 2859.5, 2010.0, 52.5], shoonya_1sAOBAKQTMUMMN, 5720535]
