[2200, 1700]
[paragraph, [293.0, 87.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 123.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 159.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 195.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 231.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 267.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 303.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 339.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 375.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 411.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 447.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 483.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 519.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 555.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 591.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 627.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 663.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 699.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 735.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 771.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 807.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 843.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 879.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 915.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 951.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 987.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 1023.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[paragraph, [293.0, 1059.0, 1129.0, 36.0], shoonya_1sVURK0IN8PMZ1, 5730673]
[section-title, [309.0, 1121.0, 462.0, 52.5], 0tf3pi_-yB, 5730673]
[paragraph, [301.0, 1182.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1218.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1254.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1290.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1326.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1362.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1398.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1434.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1470.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1506.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1542.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1578.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1614.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1650.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1686.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1722.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1758.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1794.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1830.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1866.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1902.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[paragraph, [301.0, 1938.0, 1116.0, 36.0], shoonya_0sESQ9KF51GUO2, 5730673]
[folio, [950.0, 2047.0, 367.0, 36.0], I-Tqz6eMma, 5730673]
