[1806, 1262]
[folio, [625.0, 101.0, 472.0, 36.0], shoonya_7sB6PXEADSKQ0S, 5680533]
[paragraph, [101.0, 174.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 210.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 246.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 282.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 318.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 354.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 390.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 426.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 462.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 498.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 534.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 570.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 606.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 642.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [101.0, 678.0, 504.0, 36.0], shoonya_4sHX3ZDY4L15PE, 5680533]
[paragraph, [660.0, 180.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 216.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 252.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 288.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 324.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 360.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 396.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 432.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 468.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 504.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [660.0, 540.0, 504.0, 36.0], shoonya_2sZ9U4V6EWY42Z, 5680533]
[paragraph, [661.0, 648.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 684.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 720.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 756.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 792.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 828.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 864.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 900.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 936.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 972.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1008.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1044.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1080.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1116.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1152.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1188.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1224.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1260.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1296.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [661.0, 1332.0, 501.0, 36.0], shoonya_0s9L4FRGGMHW5E, 5680533]
[paragraph, [99.0, 739.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 775.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 811.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 847.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 883.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 919.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 955.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [99.0, 991.0, 500.0, 36.0], shoonya_5sW0JYQ6JCECJL, 5680533]
[paragraph, [98.0, 1070.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1106.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1142.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1178.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1214.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1250.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1286.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1322.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1358.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1394.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [98.0, 1430.0, 500.0, 36.0], shoonya_1sP6L8X5UJ135M, 5680533]
[paragraph, [661.0, 1382.0, 497.0, 36.0], shoonya_6sD3W97YK5Z7UH, 5680533]
