[1839, 1268]
[paragraph, [204.0, 194.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 230.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 266.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 302.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 338.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 374.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 410.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 446.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 482.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 518.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 554.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 590.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 626.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 662.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 698.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 734.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 770.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 806.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 842.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 878.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [204.0, 914.0, 938.0, 36.0], shoonya_0sUN38KD5GS4Y1, 5743764]
[paragraph, [210.0, 1005.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1041.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1077.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1113.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1149.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1185.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1221.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1257.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1293.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1329.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1365.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1401.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1437.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1473.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
[paragraph, [210.0, 1509.0, 931.0, 36.0], ucP5Ezujv1, 5743764]
