[1945, 1492]
[section-title, [230.0, 187.0, 1003.0, 49.5], shoonya_4sGBOY9LA6OG1R, 5749858]
[paragraph, [206.0, 290.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 326.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 362.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 398.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 434.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 470.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 506.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 542.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 578.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 614.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [206.0, 650.0, 1041.0, 36.0], shoonya_2sYPGK37V5K876, 5749858]
[paragraph, [210.0, 698.0, 1035.0, 36.0], shoonya_6sX5N670OPRCF8, 5749858]
[paragraph, [210.0, 734.0, 1035.0, 36.0], shoonya_6sX5N670OPRCF8, 5749858]
[paragraph, [206.0, 791.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 827.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 863.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 899.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 935.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 971.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 1007.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 1043.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [206.0, 1079.0, 1042.0, 36.0], shoonya_0s6BJZQDPI87AU, 5749858]
[paragraph, [207.0, 1150.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [207.0, 1186.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [207.0, 1222.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [207.0, 1258.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [207.0, 1294.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [207.0, 1330.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [207.0, 1366.0, 1040.0, 36.0], shoonya_1sYHK37GGSSVRV, 5749858]
[paragraph, [209.0, 1421.0, 1044.0, 36.0], shoonya_3sEGE4NMW8BB6M, 5749858]
[paragraph, [209.0, 1457.0, 1044.0, 36.0], shoonya_3sEGE4NMW8BB6M, 5749858]
[paragraph, [209.0, 1493.0, 1044.0, 36.0], shoonya_3sEGE4NMW8BB6M, 5749858]
[paragraph, [209.0, 1529.0, 1044.0, 36.0], shoonya_3sEGE4NMW8BB6M, 5749858]
[paragraph, [209.0, 1565.0, 1044.0, 36.0], shoonya_3sEGE4NMW8BB6M, 5749858]
[paragraph, [209.0, 1601.0, 1044.0, 36.0], shoonya_3sEGE4NMW8BB6M, 5749858]
[paragraph, [255.0, 1646.0, 990.0, 36.0], shoonya_8sGN576NILQVDI, 5749858]
