[814, 624]
[sub-section-title, [77.0, 80.0, 464.0, 25.5], rBK6CrBfPx, 5690206]
[unordered-list, [70.0, 128.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 146.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 164.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 182.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 200.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 218.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 236.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 254.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 272.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 290.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 308.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 326.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 344.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 362.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 380.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 398.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 416.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 434.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [70.0, 452.0, 480.0, 18.0], shoonya_0sOZLEX67PD18P, 5690206]
[unordered-list, [73.0, 507.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 525.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 543.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 561.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 579.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 597.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 615.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 633.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 651.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 669.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 687.0, 471.0, 18.0], n7psh-FSy6, 5690206]
[unordered-list, [73.0, 705.0, 471.0, 18.0], n7psh-FSy6, 5690206]
