[1388, 886]
[folio, [379.0, 54.0, 125.0, 18.0], shoonya_2s0YICEL4EN92A, 5742858]
[folio, [656.0, 58.0, 200.0, 18.0], shoonya_4s74U4KTGGQ1GV, 5742858]
[paragraph, [445.0, 110.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 128.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 146.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 164.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 182.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 200.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 218.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 236.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 254.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 272.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 290.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 308.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 326.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 344.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 362.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 380.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 398.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 416.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 434.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 452.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 470.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 488.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 506.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 524.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
[paragraph, [445.0, 542.0, 412.0, 18.0], shoonya_0s4OHYM6OAJKDJ, 5742858]
