[792, 612]
[paragraph, [94.0, 74.0, 453.0, 18.0], shoonya_2sRN8CVKO0FZWW, 5717684]
[paragraph, [94.0, 92.0, 453.0, 18.0], shoonya_2sRN8CVKO0FZWW, 5717684]
[ordered-list, [78.0, 124.0, 469.0, 18.0], hTcUY35Tun, 5717684]
[ordered-list, [78.0, 142.0, 469.0, 18.0], hTcUY35Tun, 5717684]
[ordered-list, [78.0, 160.0, 469.0, 18.0], hTcUY35Tun, 5717684]
[ordered-list, [78.0, 178.0, 469.0, 18.0], hTcUY35Tun, 5717684]
[paragraph, [76.0, 203.0, 472.0, 18.0], GpXoHbFwy6, 5717684]
[paragraph, [76.0, 221.0, 472.0, 18.0], GpXoHbFwy6, 5717684]
[paragraph, [76.0, 239.0, 472.0, 18.0], GpXoHbFwy6, 5717684]
[paragraph, [76.0, 257.0, 472.0, 18.0], GpXoHbFwy6, 5717684]
[ordered-list, [78.0, 290.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 308.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 326.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 344.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 362.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 380.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 398.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 416.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 434.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 452.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 470.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 488.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 506.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 524.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 542.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 560.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 578.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 596.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 614.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[ordered-list, [78.0, 632.0, 476.0, 18.0], BXfXP9CFas, 5717684]
[sub-ordered-list, [83.0, 294.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
[sub-ordered-list, [83.0, 312.0, 459.0, 18.0], qKIS9bxuH_, 5717684]
