[2334, 1650]
[paragraph, [293.0, 156.0, 1174.0, 36.0], shoonya_2sSS8GHYMTMEEZ, 5652857]
[paragraph, [293.0, 192.0, 1174.0, 36.0], shoonya_2sSS8GHYMTMEEZ, 5652857]
[paragraph, [293.0, 228.0, 1174.0, 36.0], shoonya_2sSS8GHYMTMEEZ, 5652857]
[paragraph, [293.0, 264.0, 1174.0, 36.0], shoonya_2sSS8GHYMTMEEZ, 5652857]
[paragraph, [293.0, 300.0, 1174.0, 36.0], shoonya_2sSS8GHYMTMEEZ, 5652857]
[paragraph, [293.0, 336.0, 1174.0, 36.0], shoonya_2sSS8GHYMTMEEZ, 5652857]
[paragraph, [297.0, 382.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 418.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 454.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 490.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 526.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 562.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 598.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 634.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 670.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 706.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 742.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 778.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 814.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 850.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 886.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 922.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 958.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 994.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1030.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1066.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1102.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1138.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1174.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1210.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1246.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1282.0, 1162.0, 36.0], shoonya_0sUPHZUR2HDXAH, 5652857]
[paragraph, [297.0, 1345.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1381.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1417.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1453.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1489.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1525.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1561.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1597.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1633.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1669.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1705.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1741.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1777.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [297.0, 1813.0, 1158.0, 36.0], shoonya_1sNSG4OOWR9E8L, 5652857]
[paragraph, [293.0, 1872.0, 1166.0, 36.0], shoonya_3s1DIKT80Y5J6X, 5652857]
[paragraph, [293.0, 1908.0, 1166.0, 36.0], shoonya_3s1DIKT80Y5J6X, 5652857]
[paragraph, [293.0, 1944.0, 1166.0, 36.0], shoonya_3s1DIKT80Y5J6X, 5652857]
[paragraph, [293.0, 1980.0, 1166.0, 36.0], shoonya_3s1DIKT80Y5J6X, 5652857]
[folio, [379.0, 2090.0, 373.0, 36.0], 9QIn2WbWgD, 5652857]
