[2067, 1567]
[folio, [189.0, 193.0, 262.0, 36.0], PMt0Fpnalh, 5735858]
[paragraph, [792.0, 244.0, 579.0, 36.0], shoonya_2sSAPNYB4FVA2F, 5735858]
[paragraph, [792.0, 280.0, 579.0, 36.0], shoonya_2sSAPNYB4FVA2F, 5735858]
[paragraph, [792.0, 316.0, 579.0, 36.0], shoonya_2sSAPNYB4FVA2F, 5735858]
[paragraph, [792.0, 352.0, 579.0, 36.0], shoonya_2sSAPNYB4FVA2F, 5735858]
[paragraph, [792.0, 388.0, 579.0, 36.0], shoonya_2sSAPNYB4FVA2F, 5735858]
[paragraph, [792.0, 424.0, 579.0, 36.0], shoonya_2sSAPNYB4FVA2F, 5735858]
[paragraph, [193.0, 251.0, 580.0, 36.0], shoonya_6sNXGOA5ZHQMOC, 5735858]
[paragraph, [193.0, 287.0, 580.0, 36.0], shoonya_6sNXGOA5ZHQMOC, 5735858]
[paragraph, [190.0, 337.0, 582.0, 36.0], shoonya_5sSIPV582SSITD, 5735858]
[paragraph, [190.0, 373.0, 582.0, 36.0], shoonya_5sSIPV582SSITD, 5735858]
[paragraph, [190.0, 409.0, 582.0, 36.0], shoonya_5sSIPV582SSITD, 5735858]
[paragraph, [190.0, 445.0, 582.0, 36.0], shoonya_5sSIPV582SSITD, 5735858]
[paragraph, [190.0, 481.0, 582.0, 36.0], shoonya_5sSIPV582SSITD, 5735858]
[paragraph, [190.0, 517.0, 582.0, 36.0], shoonya_5sSIPV582SSITD, 5735858]
[paragraph, [790.0, 475.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 511.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 547.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 583.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 619.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 655.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 691.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 727.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 763.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 799.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 835.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 871.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 907.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 943.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 979.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1015.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1051.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1087.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1123.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1159.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1195.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1231.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[paragraph, [790.0, 1267.0, 579.0, 36.0], shoonya_0sUDNN628BZYC1, 5735858]
[author, [599.0, 555.0, 171.0, 36.0], shoonya_11sHMQNLZXC9CQ, 5735858]
[paragraph, [183.0, 694.0, 242.0, 36.0], 580a0RGbtM, 5735858]
[paragraph, [442.0, 787.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 823.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 859.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 895.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 931.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 967.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 1003.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 1039.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [442.0, 1075.0, 328.0, 36.0], shoonya_10s9L7Z2RU2V8P, 5735858]
[paragraph, [193.0, 1139.0, 579.0, 36.0], shoonya_8sIIQG8CTII4C7, 5735858]
[paragraph, [193.0, 1175.0, 579.0, 36.0], shoonya_8sIIQG8CTII4C7, 5735858]
[paragraph, [194.0, 1230.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1266.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1302.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1338.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1374.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1410.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1446.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1482.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[paragraph, [194.0, 1518.0, 576.0, 36.0], shoonya_1sKEMDVLML3ZS9, 5735858]
[sidebar, [22.0, 1244.0, 130.0, 36.0], shoonya_12s6GEM6YF74YC, 5735858]
[paragraph, [792.0, 1316.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1352.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1388.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1424.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1460.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1496.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1532.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1568.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1604.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1640.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [792.0, 1676.0, 579.0, 36.0], shoonya_4sRGQJ6M262RAI, 5735858]
[paragraph, [191.0, 1583.0, 578.0, 36.0], shoonya_3s57RDOLZ9K3L3, 5735858]
[paragraph, [191.0, 1619.0, 578.0, 36.0], shoonya_3s57RDOLZ9K3L3, 5735858]
[paragraph, [191.0, 1655.0, 578.0, 36.0], shoonya_3s57RDOLZ9K3L3, 5735858]
[paragraph, [191.0, 1691.0, 578.0, 36.0], shoonya_3s57RDOLZ9K3L3, 5735858]
[paragraph, [191.0, 1727.0, 578.0, 36.0], shoonya_3s57RDOLZ9K3L3, 5735858]
[paragraph, [191.0, 1763.0, 578.0, 36.0], shoonya_3s57RDOLZ9K3L3, 5735858]
[paragraph, [796.0, 1717.0, 580.0, 36.0], shoonya_13s5BD81HBSCUA, 5735858]
[paragraph, [796.0, 1753.0, 580.0, 36.0], shoonya_13s5BD81HBSCUA, 5735858]
[folio, [1140.0, 1822.0, 231.0, 36.0], shoonya_14sJ2LZUAK1C7H, 5735858]
