[2337, 1708]
[section-title, [379.0, 183.0, 251.0, 52.5], JHUN-b67_f, 5733566]
[unordered-list, [374.0, 268.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 304.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 340.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 376.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 412.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 448.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 484.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 520.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 556.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 592.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 628.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 664.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 700.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 736.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 772.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 808.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 844.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 880.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 916.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 952.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 988.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1024.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1060.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1096.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1132.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1168.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1204.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1240.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1276.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1312.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1348.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1384.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1420.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1456.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1492.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1528.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1564.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1600.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1636.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1672.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1708.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1744.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1780.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1816.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1852.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1888.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
[unordered-list, [374.0, 1924.0, 1203.0, 36.0], shoonya_0s17IP4HWTP2F9, 5733566]
