[2339, 1653]
[paragraph, [386.0, 192.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 228.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 264.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 300.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 336.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 372.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 408.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 444.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 480.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 516.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 552.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 588.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 624.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 660.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 696.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 732.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 768.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 804.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 840.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 876.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 912.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 948.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 984.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 1020.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 1056.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 1092.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 1128.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 1164.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [386.0, 1200.0, 1076.0, 36.0], shoonya_1sN5UJ6CGJ69IB, 5734080]
[paragraph, [387.0, 1249.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1285.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1321.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1357.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1393.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1429.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1465.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1501.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1537.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1573.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1609.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1645.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1681.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1717.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1753.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1789.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1825.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1861.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1897.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1933.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 1969.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 2005.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 2041.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[paragraph, [387.0, 2077.0, 1073.0, 36.0], shoonya_0sBWHYFQCI98DH, 5734080]
[folio, [1110.0, 2184.0, 269.0, 36.0], 9hETrtkn9y, 5734080]
