[1372, 849]
[section-title, [357.0, 68.0, 144.0, 30.0], shoonya_3sJ0M5SVIDTCHN, 5710228]
[paragraph, [73.0, 130.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 148.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 166.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 184.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 202.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 220.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 238.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 256.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 274.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 292.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [73.0, 310.0, 711.0, 18.0], shoonya_1sOLS55CMDK7IH, 5710228]
[paragraph, [67.0, 340.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 358.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 376.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 394.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 412.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 430.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 448.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 466.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 484.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 502.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 520.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 538.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 556.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 574.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 592.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 610.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 628.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 646.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
[paragraph, [67.0, 664.0, 719.0, 18.0], shoonya_5sIP4EDYODN2ME, 5710228]
