[2200, 1700]
[chapter-title, [753.0, 93.0, 328.0, 70.5], V5u5-FxmLg, 5657138]
[section-title, [165.0, 177.0, 304.0, 52.5], shoonya_4sSWTON7DRX0Z5, 5657138]
[unordered-list, [162.0, 249.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 285.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 321.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 357.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 393.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 429.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 465.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 501.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 537.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 573.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 609.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 645.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 681.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 717.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 753.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 789.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 825.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 861.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 897.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[unordered-list, [162.0, 933.0, 1374.0, 36.0], shoonya_0sEQKF067WDCFO, 5657138]
[paragraph, [186.0, 1048.0, 1331.0, 36.0], shoonya_3s26L4O97D92EH, 5657138]
[paragraph, [186.0, 1084.0, 1331.0, 36.0], shoonya_3s26L4O97D92EH, 5657138]
[paragraph, [186.0, 1120.0, 1331.0, 36.0], shoonya_3s26L4O97D92EH, 5657138]
[paragraph, [186.0, 1156.0, 1331.0, 36.0], shoonya_3s26L4O97D92EH, 5657138]
[paragraph, [186.0, 1192.0, 1331.0, 36.0], shoonya_3s26L4O97D92EH, 5657138]
[paragraph, [186.0, 1228.0, 1331.0, 36.0], shoonya_3s26L4O97D92EH, 5657138]
[unordered-list, [183.0, 1335.0, 1257.0, 36.0], shoonya_6s5X0AZFWEHRHF, 5657138]
[unordered-list, [176.0, 1496.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
[unordered-list, [176.0, 1532.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
[unordered-list, [176.0, 1568.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
[unordered-list, [176.0, 1604.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
[unordered-list, [176.0, 1640.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
[unordered-list, [176.0, 1676.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
[unordered-list, [176.0, 1712.0, 1362.0, 36.0], shoonya_1s9O97LEN8QG6J, 5657138]
