[794, 596]
[chapter-title, [208.0, 78.0, 216.0, 30.0], shoonya_4sBZ57NQEWCNUW, 5731433]
[paragraph, [49.0, 130.0, 250.0, 18.0], ehhS1cmBQQ, 5731433]
[paragraph, [49.0, 148.0, 250.0, 18.0], ehhS1cmBQQ, 5731433]
[paragraph, [49.0, 166.0, 250.0, 18.0], ehhS1cmBQQ, 5731433]
[paragraph, [49.0, 184.0, 250.0, 18.0], ehhS1cmBQQ, 5731433]
[paragraph, [49.0, 202.0, 250.0, 18.0], ehhS1cmBQQ, 5731433]
[paragraph, [265.0, 241.0, 254.0, 18.0], dCsb3dXP1k, 5731433]
[paragraph, [265.0, 259.0, 254.0, 18.0], dCsb3dXP1k, 5731433]
[paragraph, [265.0, 277.0, 254.0, 18.0], dCsb3dXP1k, 5731433]
[paragraph, [265.0, 295.0, 254.0, 18.0], dCsb3dXP1k, 5731433]
[paragraph, [265.0, 313.0, 254.0, 18.0], dCsb3dXP1k, 5731433]
[paragraph, [48.0, 300.0, 194.0, 18.0], mpEOIrdr7h, 5731433]
[paragraph, [48.0, 318.0, 194.0, 18.0], mpEOIrdr7h, 5731433]
[paragraph, [50.0, 356.0, 277.0, 18.0], vpojDq9BLG, 5731433]
[paragraph, [50.0, 374.0, 277.0, 18.0], vpojDq9BLG, 5731433]
[author, [367.0, 385.0, 56.0, 18.0], ryWZZ8irOZ, 5731433]
