[669, 661]
[section-title, [360.0, 44.0, 216.0, 30.0], P6-otl6aGV, 5726201]
[section-title, [360.0, 74.0, 216.0, 30.0], P6-otl6aGV, 5726201]
[section-title, [42.0, 46.0, 266.0, 30.0], srP72cEBM9, 5726201]
[section-title, [42.0, 76.0, 266.0, 30.0], srP72cEBM9, 5726201]
[paragraph, [42.0, 124.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 142.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 160.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 178.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 196.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 214.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 232.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 250.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 268.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 286.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[paragraph, [42.0, 304.0, 292.0, 18.0], shoonya_0s9OXZMD8GFOZO, 5726201]
[unordered-list, [356.0, 124.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 142.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 160.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 178.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 196.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 214.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 232.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 250.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 268.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 286.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 304.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 322.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 340.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 358.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 376.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 394.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 412.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 430.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 448.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 466.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 484.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 502.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 520.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 538.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 556.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 574.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[unordered-list, [356.0, 592.0, 271.0, 18.0], Tu9_ai3kbs, 5726201]
[section-title, [45.0, 347.0, 228.0, 30.0], eFfPCg4UwR, 5726201]
[paragraph, [42.0, 403.0, 295.0, 18.0], Gp9uLyHN3G, 5726201]
[paragraph, [42.0, 421.0, 295.0, 18.0], Gp9uLyHN3G, 5726201]
[paragraph, [42.0, 439.0, 295.0, 18.0], Gp9uLyHN3G, 5726201]
[paragraph, [42.0, 457.0, 295.0, 18.0], Gp9uLyHN3G, 5726201]
[paragraph, [42.0, 475.0, 295.0, 18.0], Gp9uLyHN3G, 5726201]
[paragraph, [42.0, 513.0, 291.0, 18.0], PqB9nOG4X5, 5726201]
[paragraph, [42.0, 531.0, 291.0, 18.0], PqB9nOG4X5, 5726201]
[paragraph, [42.0, 549.0, 291.0, 18.0], PqB9nOG4X5, 5726201]
[paragraph, [40.0, 570.0, 292.0, 18.0], 8A2YkPA33L, 5726201]
[paragraph, [40.0, 588.0, 292.0, 18.0], 8A2YkPA33L, 5726201]
[paragraph, [40.0, 606.0, 292.0, 18.0], 8A2YkPA33L, 5726201]
