[1754, 1241]
[section-title, [436.0, 113.0, 682.0, 49.5], shoonya_2s0C5V5IPKIEIU, 5719466]
[ordered-list, [32.0, 276.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 312.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 348.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 384.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 420.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 456.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 492.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 528.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 564.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 600.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 636.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 672.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 708.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 744.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 780.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 816.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 852.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 888.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 924.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 960.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 996.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 1032.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
[ordered-list, [32.0, 1068.0, 1190.0, 36.0], shoonya_3sTZS1RI0GG6SA, 5719466]
