[792, 612]
[paragraph, [148.0, 159.0, 313.0, 18.0], 5ZgUGpgOdi, 6513061]
[paragraph, [148.0, 177.0, 313.0, 18.0], 5ZgUGpgOdi, 6513061]
[paragraph, [148.0, 195.0, 313.0, 18.0], 5ZgUGpgOdi, 6513061]
[paragraph, [149.0, 225.0, 313.0, 18.0], SF1IMPYxDp, 6513061]
[paragraph, [149.0, 243.0, 313.0, 18.0], SF1IMPYxDp, 6513061]
[paragraph, [149.0, 275.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [149.0, 293.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [149.0, 311.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [149.0, 329.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [149.0, 347.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [149.0, 365.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [149.0, 383.0, 313.0, 18.0], 4hjY8t_edu, 6513061]
[paragraph, [14957.0, 15903.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 15921.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 15939.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 15957.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 15975.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 15993.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16011.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16029.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16047.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16065.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16083.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16101.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16119.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16137.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16155.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16173.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16191.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16209.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16227.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16245.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16263.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16281.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16299.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16317.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16335.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16353.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16371.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16389.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16407.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16425.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16443.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16461.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16479.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16497.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16515.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16533.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16551.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16569.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16587.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16605.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16623.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16641.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16659.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16677.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16695.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16713.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16731.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16749.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16767.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16785.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16803.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16821.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16839.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16857.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16875.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16893.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16911.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16929.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16947.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16965.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 16983.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 17001.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [14957.0, 17019.0, 46133.0, 18.0], shoonya_0s2NMBF56EZCG4, 6513061]
[paragraph, [15003.0, 20919.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 20937.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 20955.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 20973.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 20991.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 21009.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 21027.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
[paragraph, [15003.0, 21045.0, 46260.0, 18.0], shoonya_2sOGU9B4ZISLE1, 6513061]
