[2178, 1468]
[folio, [174.0, 154.0, 153.0, 36.0], 7LrwqFccbL, 5655048]
[paragraph, [251.0, 247.0, 604.0, 36.0], Tu5oVflp6X, 5655048]
[paragraph, [251.0, 283.0, 604.0, 36.0], Tu5oVflp6X, 5655048]
[paragraph, [251.0, 319.0, 604.0, 36.0], Tu5oVflp6X, 5655048]
[paragraph, [175.0, 395.0, 1167.0, 36.0], shoonya_2sZZCDFK8V6DH0, 5655048]
[paragraph, [175.0, 431.0, 1167.0, 36.0], shoonya_2sZZCDFK8V6DH0, 5655048]
[paragraph, [175.0, 467.0, 1167.0, 36.0], shoonya_2sZZCDFK8V6DH0, 5655048]
[paragraph, [177.0, 572.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 608.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 644.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 680.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 716.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 752.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 788.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [177.0, 824.0, 1171.0, 36.0], shoonya_1sLSTFYE204DZS, 5655048]
[paragraph, [254.0, 885.0, 613.0, 36.0], bDNe9lBAxo, 5655048]
[paragraph, [254.0, 921.0, 613.0, 36.0], bDNe9lBAxo, 5655048]
[paragraph, [254.0, 957.0, 613.0, 36.0], bDNe9lBAxo, 5655048]
[paragraph, [180.0, 1041.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1077.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1113.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1149.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1185.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1221.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1257.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1293.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1329.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1365.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1401.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [180.0, 1437.0, 1168.0, 36.0], shoonya_0sT0RAVICV7XL2, 5655048]
[paragraph, [181.0, 1522.0, 1167.0, 36.0], shoonya_6sFS4T2LUZTLZO, 5655048]
[paragraph, [181.0, 1558.0, 1167.0, 36.0], shoonya_6sFS4T2LUZTLZO, 5655048]
[paragraph, [181.0, 1594.0, 1167.0, 36.0], shoonya_6sFS4T2LUZTLZO, 5655048]
[paragraph, [181.0, 1630.0, 1167.0, 36.0], shoonya_6sFS4T2LUZTLZO, 5655048]
[paragraph, [181.0, 1666.0, 1167.0, 36.0], shoonya_6sFS4T2LUZTLZO, 5655048]
[paragraph, [255.0, 1745.0, 769.0, 36.0], shoonya_5sHGL4QDZTAW2E, 5655048]
[paragraph, [255.0, 1781.0, 769.0, 36.0], shoonya_5sHGL4QDZTAW2E, 5655048]
[paragraph, [255.0, 1817.0, 769.0, 36.0], shoonya_5sHGL4QDZTAW2E, 5655048]
[reference, [182.0, 1957.0, 706.0, 36.0], shoonya_3sVQ0QB181YRGQ, 5655048]
[reference, [182.0, 1993.0, 706.0, 36.0], shoonya_3sVQ0QB181YRGQ, 5655048]
