[1388, 886]
[folio, [23.0, 53.0, 170.0, 18.0], JC72mhItz-, 5742672]
[folio, [23.0, 71.0, 170.0, 18.0], JC72mhItz-, 5742672]
[folio, [386.0, 59.0, 83.0, 18.0], v2HQYrg9Nn, 5742672]
[folio, [386.0, 77.0, 83.0, 18.0], v2HQYrg9Nn, 5742672]
[paragraph, [443.0, 123.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 141.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 159.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 177.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 195.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 213.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 231.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 249.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 267.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 285.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 303.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 321.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 339.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 357.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 375.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 393.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [443.0, 411.0, 404.0, 18.0], shoonya_0sDDTWFL2COO3Q, 5742672]
[paragraph, [19.0, 124.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 142.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 160.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 178.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 196.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 214.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 232.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 250.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 268.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 286.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 304.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 322.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 340.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 358.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 376.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 394.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 412.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 430.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 448.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 466.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 484.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 502.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 520.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 538.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [19.0, 556.0, 416.0, 18.0], UH7QIYKVWT, 5742672]
[paragraph, [448.0, 449.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [448.0, 467.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [448.0, 485.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [448.0, 503.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [448.0, 521.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [448.0, 539.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [448.0, 557.0, 403.0, 18.0], Ib8ZAaPy8H, 5742672]
[paragraph, [27.0, 594.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 612.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 630.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 648.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 666.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 684.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 702.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 720.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [27.0, 738.0, 404.0, 18.0], f0DJMieBEm, 5742672]
[paragraph, [450.0, 597.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 615.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 633.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 651.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 669.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 687.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 705.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 723.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 741.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 759.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 777.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 795.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [450.0, 813.0, 400.0, 18.0], dpgrXilSK1, 5742672]
[paragraph, [32.0, 778.0, 399.0, 18.0], shoonya_2s2Y4YLSU2LODR, 5742672]
[paragraph, [32.0, 796.0, 399.0, 18.0], shoonya_2s2Y4YLSU2LODR, 5742672]
[paragraph, [32.0, 814.0, 399.0, 18.0], shoonya_2s2Y4YLSU2LODR, 5742672]
[paragraph, [32.0, 832.0, 399.0, 18.0], shoonya_2s2Y4YLSU2LODR, 5742672]
[paragraph, [32.0, 850.0, 399.0, 18.0], shoonya_2s2Y4YLSU2LODR, 5742672]
[paragraph, [32.0, 868.0, 399.0, 18.0], shoonya_2s2Y4YLSU2LODR, 5742672]
[paragraph, [456.0, 849.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 867.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 885.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 903.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 921.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 939.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 957.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 975.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
[paragraph, [456.0, 993.0, 397.0, 18.0], 9zqfl42yfn, 5742672]
