[792, 612]
[section-title, [103.0, 41.0, 115.0, 30.0], xaWuMDpKnv, 5769822]
[paragraph, [111.0, 95.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 113.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 131.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 149.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 167.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 185.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 203.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 221.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 239.0, 423.0, 18.0], shoonya_0s7AQ5KBERIJ76, 5769822]
[paragraph, [111.0, 287.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 305.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 323.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 341.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 359.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 377.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 395.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 413.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 431.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [111.0, 449.0, 422.0, 18.0], shoonya_1sOFXFW85CP246, 5769822]
[paragraph, [110.0, 505.0, 423.0, 18.0], shoonya_3sOZXW9HKPZFNK, 5769822]
[paragraph, [110.0, 523.0, 423.0, 18.0], shoonya_3sOZXW9HKPZFNK, 5769822]
[paragraph, [110.0, 541.0, 423.0, 18.0], shoonya_3sOZXW9HKPZFNK, 5769822]
[paragraph, [110.0, 559.0, 423.0, 18.0], shoonya_3sOZXW9HKPZFNK, 5769822]
[paragraph, [110.0, 577.0, 423.0, 18.0], shoonya_3sOZXW9HKPZFNK, 5769822]
[paragraph, [111.0, 623.0, 424.0, 18.0], shoonya_4sJ34IB5NM0E8O, 5769822]
[paragraph, [111.0, 641.0, 424.0, 18.0], shoonya_4sJ34IB5NM0E8O, 5769822]
[paragraph, [111.0, 659.0, 424.0, 18.0], shoonya_4sJ34IB5NM0E8O, 5769822]
[paragraph, [111.0, 677.0, 424.0, 18.0], shoonya_4sJ34IB5NM0E8O, 5769822]
[paragraph, [111.0, 695.0, 424.0, 18.0], shoonya_4sJ34IB5NM0E8O, 5769822]
