[1350, 900]
[folio, [521.0, 173.0, 194.0, 18.0], H00d65Yr3m, 5760484]
[paragraph, [172.0, 221.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 239.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 257.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 275.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 293.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 311.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 329.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 347.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 365.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 383.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 401.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 419.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 437.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 455.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 473.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 491.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 509.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 527.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 545.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 563.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 581.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 599.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 617.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 635.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 653.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 671.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 689.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 707.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 725.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 743.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 761.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[paragraph, [172.0, 779.0, 555.0, 18.0], shoonya_2sOG3MMGZ6CTAO, 5760484]
[sidebar, [617.0, 336.0, 109.0, 18.0], Ftp1Go2jOV, 5760484]
[sidebar, [621.0, 602.0, 104.0, 18.0], zkSRKFSWeK, 5760484]
[paragraph, [167.0, 823.0, 558.0, 18.0], HTOnsSETP_, 5760484]
[paragraph, [167.0, 841.0, 558.0, 18.0], HTOnsSETP_, 5760484]
[paragraph, [167.0, 859.0, 558.0, 18.0], HTOnsSETP_, 5760484]
[paragraph, [178.0, 900.0, 414.0, 18.0], shoonya_3sUCE3LT86CM8T, 5760484]
[paragraph, [208.0, 937.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 955.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 973.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 991.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 1009.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 1027.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 1045.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 1063.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 1081.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
[paragraph, [208.0, 1099.0, 528.0, 18.0], 57KZg1Nhze, 5760484]
