[2806, 1984]
[chapter-title, [191.0, 94.0, 278.0, 64.5], qoce1ZqsB5, 5693945]
[headline, [186.0, 213.0, 571.0, 52.5], cayAA2_-Wr, 5693945]
[headline, [186.0, 265.5, 571.0, 52.5], cayAA2_-Wr, 5693945]
[figure-caption, [1307.0, 384.0, 251.0, 46.5], shoonya_7s9JYHHYU83BTD, 5693945]
[paragraph, [923.0, 501.0, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 547.5, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 594.0, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 640.5, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 687.0, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 733.5, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 780.0, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 826.5, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [923.0, 873.0, 675.0, 46.5], shoonya_0sXTCGJUVO0OEA, 5693945]
[paragraph, [921.0, 952.0, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 998.5, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1045.0, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1091.5, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1138.0, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1184.5, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1231.0, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1277.5, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [921.0, 1324.0, 676.0, 46.5], shoonya_21sNLJAKZ8LVHK, 5693945]
[paragraph, [924.0, 954.0, 674.0, 46.5], shoonya_2sRBJAUM0JCF55, 5693945]
[paragraph, [924.0, 1000.5, 674.0, 46.5], shoonya_2sRBJAUM0JCF55, 5693945]
[paragraph, [924.0, 1047.0, 674.0, 46.5], shoonya_2sRBJAUM0JCF55, 5693945]
[paragraph, [924.0, 1093.5, 674.0, 46.5], shoonya_2sRBJAUM0JCF55, 5693945]
[paragraph, [194.0, 1024.0, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1070.5, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1117.0, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1163.5, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1210.0, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1256.5, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1303.0, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1349.5, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1396.0, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1442.5, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [194.0, 1489.0, 683.0, 46.5], shoonya_1sWQBGNSMCY6T1, 5693945]
[paragraph, [924.0, 1162.0, 666.0, 46.5], shoonya_8sMIP8LY0EMTNL, 5693945]
[paragraph, [924.0, 1208.5, 666.0, 46.5], shoonya_8sMIP8LY0EMTNL, 5693945]
[paragraph, [924.0, 1285.0, 660.0, 46.5], shoonya_10sTLULM42BRUZ, 5693945]
[paragraph, [924.0, 1331.5, 660.0, 46.5], shoonya_10sTLULM42BRUZ, 5693945]
[paragraph, [925.0, 1408.0, 649.0, 46.5], shoonya_3sV2AA9AYPQ5TQ, 5693945]
[paragraph, [925.0, 1454.5, 649.0, 46.5], shoonya_3sV2AA9AYPQ5TQ, 5693945]
[paragraph, [196.0, 1693.0, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 1739.5, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 1786.0, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 1832.5, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 1879.0, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 1925.5, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 1972.0, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 2018.5, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 2065.0, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[paragraph, [196.0, 2111.5, 687.0, 46.5], shoonya_20sW0AZYF5A2CL, 5693945]
[folio, [280.0, 2623.0, 247.0, 46.5], UlE4gexdxp, 5693945]
