[6000, 4167]
[folio, [1194.0, 612.0, 1754.0, 52.5], shoonya_1s93SFL7NW9OCW, 5721013]
[folio, [1194.0, 664.5, 1754.0, 52.5], shoonya_1s93SFL7NW9OCW, 5721013]
[folio, [1194.0, 717.0, 1754.0, 52.5], shoonya_1s93SFL7NW9OCW, 5721013]
[paragraph, [599.0, 902.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 954.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1007.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1059.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1112.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1164.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1217.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1269.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1322.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1374.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1427.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1479.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1532.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1584.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1637.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1689.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1742.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1794.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1847.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1899.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 1952.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2004.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2057.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2109.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2162.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2214.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2267.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2319.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2372.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2424.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2477.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2529.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2582.0, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [599.0, 2634.5, 2970.0, 52.5], shoonya_0s61BY8EIVBFZN, 5721013]
[paragraph, [588.0, 2848.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 2900.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 2953.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3005.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3058.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3110.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3163.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3215.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3268.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3320.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3373.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3425.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3478.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3530.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3583.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3635.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3688.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3740.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3793.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3845.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3898.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 3950.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4003.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4055.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4108.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4160.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4213.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4265.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4318.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4370.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4423.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4475.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4528.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4580.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4633.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4685.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4738.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4790.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4843.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4895.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 4948.0, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [588.0, 5000.5, 2995.0, 52.5], A6IZQ93W3g, 5721013]
[paragraph, [911.0, 5213.0, 2682.0, 52.5], EuWXZF4oFC, 5721013]
[paragraph, [911.0, 5265.5, 2682.0, 52.5], EuWXZF4oFC, 5721013]
[paragraph, [911.0, 5318.0, 2682.0, 52.5], EuWXZF4oFC, 5721013]
