[1298, 853]
[section-title, [316.0, 72.0, 223.0, 30.0], shoonya_4sD4JB97H5SHTO, 5710245]
[paragraph, [62.0, 118.0, 729.0, 18.0], shoonya_1sSJAIVKN5H7U0, 5710245]
[paragraph, [62.0, 136.0, 729.0, 18.0], shoonya_1sSJAIVKN5H7U0, 5710245]
[paragraph, [62.0, 154.0, 729.0, 18.0], shoonya_1sSJAIVKN5H7U0, 5710245]
[paragraph, [62.0, 172.0, 729.0, 18.0], shoonya_1sSJAIVKN5H7U0, 5710245]
[paragraph, [62.0, 190.0, 729.0, 18.0], shoonya_1sSJAIVKN5H7U0, 5710245]
[paragraph, [62.0, 208.0, 729.0, 18.0], shoonya_1sSJAIVKN5H7U0, 5710245]
[paragraph, [97.0, 243.0, 658.0, 18.0], GZ8Mhbsdjd, 5710245]
[paragraph, [97.0, 261.0, 658.0, 18.0], GZ8Mhbsdjd, 5710245]
[paragraph, [65.0, 298.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 316.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 334.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 352.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 370.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 388.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 406.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 424.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 442.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 460.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 478.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 496.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 514.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 532.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 550.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [65.0, 568.0, 731.0, 18.0], shoonya_2s0RVXETIZXD35, 5710245]
[paragraph, [59.0, 606.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 624.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 642.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 660.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 678.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 696.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 714.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 732.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 750.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 768.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 786.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 804.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 822.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 840.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 858.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 876.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 894.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 912.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 930.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 948.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 966.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 984.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 1002.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 1020.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 1038.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 1056.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [59.0, 1074.0, 734.0, 18.0], shoonya_0s2RXTH3K49UYA, 5710245]
[paragraph, [56.0, 1100.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
[paragraph, [56.0, 1118.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
[paragraph, [56.0, 1136.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
[paragraph, [56.0, 1154.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
[paragraph, [56.0, 1172.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
[paragraph, [56.0, 1190.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
[paragraph, [56.0, 1208.0, 734.0, 18.0], shoonya_3sKFGXCF9ICC7D, 5710245]
