[1725, 1275]
[section-title, [123.0, 69.0, 277.0, 49.5], shoonya_5sBD33K0E8Y182, 5712865]
[folio, [921.0, 90.0, 200.0, 36.0], ai3AFHLAqt, 5712865]
[figure-caption, [493.0, 631.0, 271.0, 36.0], shoonya_17sRJWEMBDR124, 5712865]
[figure-caption, [845.0, 631.0, 163.0, 36.0], shoonya_7sRU83ZKU9IRMV, 5712865]
[figure-caption, [126.0, 632.0, 170.0, 36.0], shoonya_8sCYPRIFSKYMIO, 5712865]
[paragraph, [648.0, 689.0, 557.0, 36.0], shoonya_10sPGLZS96JNRW, 5712865]
[paragraph, [648.0, 725.0, 557.0, 36.0], shoonya_10sPGLZS96JNRW, 5712865]
[paragraph, [648.0, 761.0, 557.0, 36.0], shoonya_10sPGLZS96JNRW, 5712865]
[paragraph, [648.0, 797.0, 557.0, 36.0], shoonya_10sPGLZS96JNRW, 5712865]
[paragraph, [648.0, 833.0, 557.0, 36.0], shoonya_10sPGLZS96JNRW, 5712865]
[paragraph, [67.0, 718.0, 567.0, 36.0], MPMjVSbhQg, 5712865]
[paragraph, [67.0, 754.0, 567.0, 36.0], MPMjVSbhQg, 5712865]
[paragraph, [67.0, 790.0, 567.0, 36.0], MPMjVSbhQg, 5712865]
[paragraph, [67.0, 826.0, 567.0, 36.0], MPMjVSbhQg, 5712865]
[paragraph, [763.0, 889.0, 445.0, 36.0], 9CIh56dQAO, 5712865]
[paragraph, [62.0, 890.0, 426.0, 36.0], j04U_JgtVv, 5712865]
[paragraph, [62.0, 926.0, 426.0, 36.0], j04U_JgtVv, 5712865]
[sidebar, [492.0, 911.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 947.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 983.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1019.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1055.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1091.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1127.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1163.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1199.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1235.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1271.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1307.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1343.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1379.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[sidebar, [492.0, 1415.0, 264.0, 36.0], shoonya_16s938I3GWPMYZ, 5712865]
[paragraph, [762.0, 953.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 989.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1025.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1061.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1097.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1133.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1169.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1205.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1241.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1277.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1313.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1349.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
[paragraph, [762.0, 1385.0, 446.0, 36.0], shoonya_0sY1SADYBKKFS5, 5712865]
