[1754, 1241]
[ordered-list, [197.0, 195.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 231.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 267.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 303.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 339.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 375.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 411.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 447.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 483.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 519.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 555.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 591.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 627.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 663.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 699.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 735.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[ordered-list, [197.0, 771.0, 716.0, 36.0], ecf4_GaqCB, 5780913]
[sub-ordered-list, [230.0, 238.0, 672.0, 36.0], tGvbi0oOI7, 5780913]
[sub-ordered-list, [230.0, 274.0, 672.0, 36.0], tGvbi0oOI7, 5780913]
[sub-ordered-list, [230.0, 310.0, 672.0, 36.0], tGvbi0oOI7, 5780913]
[sub-ordered-list, [228.0, 402.0, 684.0, 36.0], kNx5xhDaq3, 5780913]
[sub-ordered-list, [228.0, 438.0, 684.0, 36.0], kNx5xhDaq3, 5780913]
[sub-ordered-list, [228.0, 474.0, 684.0, 36.0], kNx5xhDaq3, 5780913]
[sub-ordered-list, [234.0, 566.0, 674.0, 36.0], 0LlZLbRtRB, 5780913]
[sub-ordered-list, [234.0, 602.0, 674.0, 36.0], 0LlZLbRtRB, 5780913]
[sub-ordered-list, [234.0, 638.0, 674.0, 36.0], 0LlZLbRtRB, 5780913]
[sub-ordered-list, [230.0, 733.0, 678.0, 36.0], 2iLJ90sFcP, 5780913]
[sub-ordered-list, [230.0, 769.0, 678.0, 36.0], 2iLJ90sFcP, 5780913]
[sub-ordered-list, [230.0, 805.0, 678.0, 36.0], 2iLJ90sFcP, 5780913]
[reference, [163.0, 859.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 895.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 931.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 967.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1003.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1039.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1075.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1111.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1147.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1183.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1219.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1255.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1291.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1327.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1363.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1399.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1435.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1471.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1507.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1543.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
[reference, [163.0, 1579.0, 978.0, 36.0], shoonya_0sMUQN1GRTIYQV, 5780913]
