[1300, 900]
[folio, [393.0, 23.0, 121.0, 18.0], SoCAWzzfYb, 5732340]
[folio, [393.0, 41.0, 121.0, 18.0], SoCAWzzfYb, 5732340]
[paragraph, [104.0, 90.0, 696.0, 18.0], shoonya_2s6BS8ZQ8T5E04, 5732340]
[paragraph, [104.0, 108.0, 696.0, 18.0], shoonya_2s6BS8ZQ8T5E04, 5732340]
[paragraph, [104.0, 126.0, 696.0, 18.0], shoonya_2s6BS8ZQ8T5E04, 5732340]
[paragraph, [104.0, 144.0, 696.0, 18.0], shoonya_2s6BS8ZQ8T5E04, 5732340]
[paragraph, [103.0, 184.0, 698.0, 18.0], shoonya_5sD2V3OE6QC5OJ, 5732340]
[paragraph, [103.0, 202.0, 698.0, 18.0], shoonya_5sD2V3OE6QC5OJ, 5732340]
[paragraph, [103.0, 220.0, 698.0, 18.0], shoonya_5sD2V3OE6QC5OJ, 5732340]
[paragraph, [103.0, 238.0, 698.0, 18.0], shoonya_5sD2V3OE6QC5OJ, 5732340]
[paragraph, [104.0, 275.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [104.0, 293.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [104.0, 311.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [104.0, 329.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [104.0, 347.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [104.0, 365.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [104.0, 383.0, 697.0, 18.0], shoonya_0sP6YC54UGSQOY, 5732340]
[paragraph, [106.0, 418.0, 692.0, 18.0], shoonya_6sTN6HGAU1WOQH, 5732340]
[paragraph, [106.0, 436.0, 692.0, 18.0], shoonya_6sTN6HGAU1WOQH, 5732340]
[paragraph, [106.0, 454.0, 692.0, 18.0], shoonya_6sTN6HGAU1WOQH, 5732340]
[paragraph, [106.0, 472.0, 692.0, 18.0], shoonya_6sTN6HGAU1WOQH, 5732340]
[paragraph, [148.0, 509.0, 651.0, 18.0], shoonya_9sIKPSD0UO9MZJ, 5732340]
[paragraph, [148.0, 527.0, 651.0, 18.0], shoonya_9sIKPSD0UO9MZJ, 5732340]
[paragraph, [108.0, 559.0, 695.0, 18.0], shoonya_10sLJXG1EKW7KD, 5732340]
[paragraph, [108.0, 577.0, 695.0, 18.0], shoonya_10sLJXG1EKW7KD, 5732340]
[paragraph, [108.0, 595.0, 695.0, 18.0], shoonya_10sLJXG1EKW7KD, 5732340]
[paragraph, [108.0, 613.0, 695.0, 18.0], shoonya_10sLJXG1EKW7KD, 5732340]
[section-title, [280.0, 656.0, 354.0, 30.0], shoonya_11sGI308SB0WLA, 5732340]
[paragraph, [103.0, 714.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 732.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 750.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 768.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 786.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 804.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 822.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 840.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [103.0, 858.0, 704.0, 18.0], shoonya_1sSWG3VHG534HF, 5732340]
[paragraph, [106.0, 901.0, 699.0, 18.0], shoonya_3s99MWSTLQBEOP, 5732340]
[paragraph, [106.0, 919.0, 699.0, 18.0], shoonya_3s99MWSTLQBEOP, 5732340]
[paragraph, [106.0, 937.0, 699.0, 18.0], shoonya_3s99MWSTLQBEOP, 5732340]
[paragraph, [106.0, 955.0, 699.0, 18.0], shoonya_3s99MWSTLQBEOP, 5732340]
[paragraph, [106.0, 995.0, 698.0, 18.0], shoonya_4sV855F2BG551H, 5732340]
[paragraph, [106.0, 1013.0, 698.0, 18.0], shoonya_4sV855F2BG551H, 5732340]
[paragraph, [106.0, 1031.0, 698.0, 18.0], shoonya_4sV855F2BG551H, 5732340]
[paragraph, [106.0, 1049.0, 698.0, 18.0], shoonya_4sV855F2BG551H, 5732340]
[paragraph, [106.0, 1091.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[paragraph, [106.0, 1109.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[paragraph, [106.0, 1127.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[paragraph, [106.0, 1145.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[paragraph, [106.0, 1163.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[paragraph, [106.0, 1181.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[paragraph, [106.0, 1199.0, 698.0, 18.0], shoonya_7sJUV0TC9UUAR2, 5732340]
[folio, [114.0, 1231.0, 373.0, 18.0], shoonya_12sFWWASQWN64I, 5732340]
[folio, [114.0, 1249.0, 373.0, 18.0], shoonya_12sFWWASQWN64I, 5732340]
