[1387, 987]
[paragraph, [84.0, 80.0, 788.0, 18.0], shoonya_2sO4QPSYJHAL0J, 5652302]
[paragraph, [84.0, 98.0, 788.0, 18.0], shoonya_2sO4QPSYJHAL0J, 5652302]
[paragraph, [84.0, 116.0, 788.0, 18.0], shoonya_2sO4QPSYJHAL0J, 5652302]
[paragraph, [84.0, 134.0, 788.0, 18.0], shoonya_2sO4QPSYJHAL0J, 5652302]
[paragraph, [76.0, 164.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 182.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 200.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 218.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 236.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 254.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 272.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 290.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 308.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 326.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 344.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [76.0, 362.0, 812.0, 18.0], shoonya_0s2ANUHK3A5J73, 5652302]
[paragraph, [75.0, 403.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 421.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 439.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 457.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 475.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 493.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 511.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 529.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 547.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 565.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 583.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 601.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 619.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 637.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 655.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 673.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 691.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 709.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 727.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 745.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 763.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 781.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 799.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 817.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 835.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 853.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 871.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 889.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 907.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 925.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 943.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 961.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 979.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 997.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1015.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1033.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1051.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1069.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1087.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1105.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1123.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1141.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1159.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1177.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1195.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1213.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1231.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
[paragraph, [75.0, 1249.0, 823.0, 18.0], shoonya_1s7BOZHWT8ELT4, 5652302]
