[1162, 749]
[folio, [332.0, 76.0, 83.0, 18.0], shoonya_6s413PI9Q78OWH, 5699961]
[paragraph, [78.0, 122.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 140.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 158.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 176.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 194.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 212.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 230.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 248.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 266.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 284.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 302.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 320.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 338.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 356.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 374.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 392.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 410.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 428.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 446.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 464.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [78.0, 482.0, 592.0, 18.0], shoonya_0sZQDUQNFEPIF0, 5699961]
[paragraph, [80.0, 506.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 524.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 542.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 560.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 578.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 596.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 614.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 632.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 650.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 668.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 686.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 704.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 722.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 740.0, 590.0, 18.0], shoonya_1sM9ANTEVHP4D5, 5699961]
[paragraph, [80.0, 780.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 798.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 816.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 834.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 852.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 870.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 888.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 906.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 924.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 942.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [80.0, 960.0, 592.0, 18.0], shoonya_2sFWGAW9GZBJ45, 5699961]
[paragraph, [81.0, 987.0, 593.0, 18.0], shoonya_5sKU9GISZ053M3, 5699961]
[paragraph, [81.0, 1005.0, 593.0, 18.0], shoonya_5sKU9GISZ053M3, 5699961]
[paragraph, [81.0, 1023.0, 593.0, 18.0], shoonya_5sKU9GISZ053M3, 5699961]
[paragraph, [81.0, 1041.0, 593.0, 18.0], shoonya_5sKU9GISZ053M3, 5699961]
[paragraph, [81.0, 1059.0, 593.0, 18.0], shoonya_5sKU9GISZ053M3, 5699961]
