[2806, 1983]
[section-title, [223.0, 421.0, 1026.0, 79.5], 8oXVtpB0wY, 5682699]
[ordered-list, [225.0, 539.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 585.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 632.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 678.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 725.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 771.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 818.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 864.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 911.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 957.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1004.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1050.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1097.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1143.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1190.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1236.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1283.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1329.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1376.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1422.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1469.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1515.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1562.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1608.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1655.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1701.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1748.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1794.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1841.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1887.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1934.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 1980.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2027.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2073.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2120.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2166.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2213.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2259.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2306.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2352.5, 1539.0, 46.5], -BIO7Fyu37, 5682699]
[ordered-list, [225.0, 2399.0, 1539.0, 46.5], -BIO7Fyu37, 5682699]
