[792, 612]
[section-title, [227.0, 144.0, 164.0, 30.0], rLgJg2R-K-, 6517143]
[paragraph, [144.0, 212.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 230.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 248.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 266.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 284.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 302.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 320.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 338.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 356.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 374.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 392.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 410.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 428.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 446.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 464.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 482.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 500.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 518.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 536.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 554.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 572.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
[paragraph, [144.0, 590.0, 322.0, 18.0], shoonya_0sUBFZCZPVVZCH, 6517143]
