[1447, 1093]
[answer, [588.0, 147.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 165.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 183.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 201.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 219.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 237.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 255.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 273.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 291.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 309.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 327.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 345.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [588.0, 363.0, 385.0, 18.0], PdxgmYTCea, 5716023]
[answer, [157.0, 224.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 242.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 260.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 278.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 296.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 314.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 332.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 350.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 368.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 386.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 404.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 422.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 440.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 458.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 476.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 494.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [157.0, 512.0, 381.0, 18.0], MZTRiOOQQl, 5716023]
[answer, [596.0, 521.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 539.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 557.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 575.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 593.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 611.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 629.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [596.0, 647.0, 370.0, 18.0], TuRjGNu9rN, 5716023]
[answer, [158.0, 597.0, 330.0, 18.0], tW3fXdugSg, 5716023]
[answer, [158.0, 615.0, 330.0, 18.0], tW3fXdugSg, 5716023]
[answer, [158.0, 685.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 703.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 721.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 739.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 757.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 775.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 793.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 811.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 829.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 847.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 865.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 883.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 901.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 919.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [158.0, 937.0, 385.0, 18.0], LIxZyIgwlw, 5716023]
[answer, [592.0, 736.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 754.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 772.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 790.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 808.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 826.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 844.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 862.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 880.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 898.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 916.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [592.0, 934.0, 383.0, 18.0], QO-8Sn29wx, 5716023]
[answer, [157.0, 1081.0, 369.0, 18.0], iotS4MikC-, 5716023]
[answer, [157.0, 1099.0, 369.0, 18.0], iotS4MikC-, 5716023]
[answer, [157.0, 1117.0, 369.0, 18.0], iotS4MikC-, 5716023]
