[709, 412]
[folio, [169.0, 28.0, 70.0, 18.0], WbmD7A8Xz1, 5741003]
[paragraph, [204.0, 52.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 70.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 88.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 106.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 124.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 142.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 160.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 178.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 196.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 214.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 232.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 250.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 268.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 286.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 304.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 322.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 340.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 358.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 376.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 394.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 412.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 430.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 448.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 466.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 484.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 502.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 520.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 538.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 556.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 574.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 592.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 610.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 628.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [204.0, 646.0, 190.0, 18.0], 0bM9kvFUXb, 5741003]
[paragraph, [18.0, 58.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 76.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 94.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 112.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 130.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 148.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 166.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 184.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 202.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 220.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 238.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 256.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 274.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 292.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 310.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 328.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 346.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 364.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 382.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 400.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 418.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 436.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 454.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 472.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 490.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 508.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 526.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 544.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 562.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 580.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 598.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 616.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 634.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[paragraph, [18.0, 652.0, 184.0, 18.0], i1G_txCnkV, 5741003]
[footnote, [230.0, 687.0, 159.0, 18.0], 3XcNeDQ229, 5741003]
