[3968, 2806]
[paragraph, [239.0, 400.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 452.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 505.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 557.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 610.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 662.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 715.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 767.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 820.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 872.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 925.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 977.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 1030.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 1082.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 1135.0, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [239.0, 1187.5, 1112.0, 52.5], shoonya_1sRCDKDK1WSLU0, 5684189]
[paragraph, [1397.0, 407.0, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 459.5, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 512.0, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 564.5, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 617.0, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 669.5, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 722.0, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1397.0, 774.5, 1210.0, 52.5], shoonya_9s9QZBKHDTP3FR, 5684189]
[paragraph, [1398.0, 873.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 925.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 978.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1030.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1083.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1135.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1188.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1240.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1293.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1345.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1398.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1450.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1503.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1555.5, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
[paragraph, [1398.0, 1608.0, 1206.0, 52.5], shoonya_0sC09M5G5Z9K7K, 5684189]
