[766, 567]
[headline, [92.0, 241.0, 379.0, 25.5], shoonya_2sA45MX00IXLGJ, 5771780]
[paragraph, [82.0, 281.0, 405.0, 18.0], 5LtlTtXEEB, 5771780]
[paragraph, [82.0, 299.0, 405.0, 18.0], 5LtlTtXEEB, 5771780]
[paragraph, [82.0, 317.0, 405.0, 18.0], 5LtlTtXEEB, 5771780]
[paragraph, [50.0, 350.0, 250.0, 18.0], shoonya_4sMFTEMWICM7DU, 5771780]
[paragraph, [50.0, 368.0, 250.0, 18.0], shoonya_4sMFTEMWICM7DU, 5771780]
[paragraph, [50.0, 386.0, 250.0, 18.0], shoonya_4sMFTEMWICM7DU, 5771780]
[paragraph, [50.0, 404.0, 250.0, 18.0], shoonya_4sMFTEMWICM7DU, 5771780]
[paragraph, [50.0, 422.0, 250.0, 18.0], shoonya_4sMFTEMWICM7DU, 5771780]
[paragraph, [308.0, 353.0, 173.0, 18.0], cgumzN_ODB, 5771780]
[paragraph, [309.0, 393.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 411.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 429.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 447.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 465.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 483.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 501.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 519.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 537.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 555.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 573.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 591.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 609.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 627.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 645.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [309.0, 663.0, 225.0, 18.0], shoonya_5sVT7DQD33QVPF, 5771780]
[paragraph, [49.0, 448.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 466.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 484.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 502.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 520.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 538.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 556.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 574.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 592.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 610.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 628.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 646.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
[paragraph, [49.0, 664.0, 253.0, 18.0], shoonya_3sROIS1TP27OGC, 5771780]
