[1388, 886]
[folio, [649.0, 59.0, 205.0, 18.0], QOFPD7wQSO, 5742438]
[folio, [376.0, 60.0, 134.0, 18.0], shoonya_4sJJDPFUKPTYO1, 5742438]
[paragraph, [40.0, 120.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [40.0, 138.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [40.0, 156.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [40.0, 174.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [40.0, 192.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [40.0, 210.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [40.0, 228.0, 397.0, 18.0], shoonya_3s0XM276CIUQMA, 5742438]
[paragraph, [452.0, 120.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 138.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 156.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 174.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 192.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 210.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 228.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 246.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 264.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 282.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 300.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 318.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 336.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 354.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [452.0, 372.0, 402.0, 18.0], shoonya_1sRC7OLR79JK7S, 5742438]
[paragraph, [36.0, 275.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 293.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 311.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 329.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 347.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 365.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 383.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 401.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 419.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 437.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 455.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 473.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 491.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 509.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 527.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 545.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 563.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 581.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 599.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 617.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 635.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 653.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [36.0, 671.0, 399.0, 18.0], shoonya_0sXVB74SXGFNNX, 5742438]
[paragraph, [444.0, 403.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 421.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 439.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 457.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 475.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 493.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 511.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 529.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 547.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 565.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 583.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 601.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 619.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 637.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 655.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 673.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 691.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 709.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 727.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 745.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 763.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 781.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 799.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 817.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 835.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 853.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 871.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 889.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 907.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 925.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 943.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 961.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 979.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 997.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1015.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1033.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1051.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1069.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1087.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1105.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1123.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1141.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1159.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1177.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1195.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1213.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1231.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1249.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1267.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1285.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [444.0, 1303.0, 412.0, 18.0], DKR4TqjnTx, 5742438]
[paragraph, [35.0, 714.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 732.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 750.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 768.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 786.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 804.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 822.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 840.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 858.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 876.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 894.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 912.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 930.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 948.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 966.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 984.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1002.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1020.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1038.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1056.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1074.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1092.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1110.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1128.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1146.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1164.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1182.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1200.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1218.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1236.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1254.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1272.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1290.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[paragraph, [35.0, 1308.0, 399.0, 18.0], shoonya_2sAVY27MI2QQLZ, 5742438]
[footnote, [560.0, 1347.0, 279.0, 18.0], rlanhvZRqV, 5742438]
