[1298, 853]
[section-title, [364.0, 68.0, 117.0, 30.0], ibsGr4UvwG, 5710099]
[paragraph, [68.0, 118.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 136.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 154.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 172.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 190.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 208.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 226.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [68.0, 244.0, 709.0, 18.0], shoonya_3s8QIH177CDKT3, 5710099]
[paragraph, [72.0, 277.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 295.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 313.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 331.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 349.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 367.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 385.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 403.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [72.0, 421.0, 714.0, 18.0], shoonya_1s24771VUPU9A1, 5710099]
[paragraph, [68.0, 438.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 456.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 474.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 492.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 510.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 528.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 546.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 564.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 582.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 600.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 618.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 636.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 654.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 672.0, 719.0, 18.0], UffYfRTbTt, 5710099]
[paragraph, [68.0, 690.0, 719.0, 18.0], UffYfRTbTt, 5710099]
