[2339, 1656]
[folio, [417.0, 20.0, 496.0, 36.0], XBotYEns-m, 5656773]
[section-title, [287.0, 109.0, 963.0, 52.5], 8mzmi8OUhG, 5656773]
[author, [695.0, 234.0, 263.0, 36.0], shoonya_1sV0A98MBALQWK, 5656773]
[contact-info, [496.0, 289.0, 715.0, 36.0], WTpdg1umd4, 5656773]
[contact-info, [496.0, 325.0, 715.0, 36.0], WTpdg1umd4, 5656773]
[contact-info, [496.0, 361.0, 715.0, 36.0], WTpdg1umd4, 5656773]
[contact-info, [496.0, 397.0, 715.0, 36.0], WTpdg1umd4, 5656773]
[contact-info, [496.0, 433.0, 715.0, 36.0], WTpdg1umd4, 5656773]
[sub-section-title, [669.0, 504.0, 194.0, 55.5], M5n0sw8-OO, 5656773]
[paragraph, [81.0, 625.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 661.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 697.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 733.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 769.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 805.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 841.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 877.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [81.0, 913.0, 1480.0, 36.0], shoonya_3sQHEC7AY1WQZK, 5656773]
[paragraph, [45.0, 965.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [45.0, 1001.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [45.0, 1037.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [45.0, 1073.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [45.0, 1109.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [45.0, 1145.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [45.0, 1181.0, 1552.0, 36.0], 64fgfWlJ_T, 5656773]
[paragraph, [93.0, 1236.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1272.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1308.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1344.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1380.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1416.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1452.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1488.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1524.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1560.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1596.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [93.0, 1632.0, 1468.0, 36.0], shoonya_0sXSECFBMFTMU1, 5656773]
[paragraph, [86.0, 1705.0, 1492.0, 36.0], shoonya_5sNUE7PT6US2VO, 5656773]
[paragraph, [86.0, 1741.0, 1492.0, 36.0], shoonya_5sNUE7PT6US2VO, 5656773]
[paragraph, [86.0, 1777.0, 1492.0, 36.0], shoonya_5sNUE7PT6US2VO, 5656773]
[paragraph, [86.0, 1813.0, 1492.0, 36.0], shoonya_5sNUE7PT6US2VO, 5656773]
[paragraph, [86.0, 1849.0, 1492.0, 36.0], shoonya_5sNUE7PT6US2VO, 5656773]
[paragraph, [96.0, 1897.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[paragraph, [96.0, 1933.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[paragraph, [96.0, 1969.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[paragraph, [96.0, 2005.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[paragraph, [96.0, 2041.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[paragraph, [96.0, 2077.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[paragraph, [96.0, 2113.0, 1463.0, 36.0], shoonya_2sNKF32BHZH82O, 5656773]
[folio, [363.0, 2263.0, 943.0, 36.0], shoonya_6s37KLRO9YKI2O, 5656773]
