[1755, 1241]
[folio, [567.0, 217.0, 505.0, 36.0], 5fjCCzaflD, 5760543]
[paragraph, [248.0, 293.0, 833.0, 36.0], StDl6C5VWq, 5760543]
[paragraph, [248.0, 329.0, 833.0, 36.0], StDl6C5VWq, 5760543]
[paragraph, [248.0, 365.0, 833.0, 36.0], StDl6C5VWq, 5760543]
[paragraph, [248.0, 401.0, 833.0, 36.0], StDl6C5VWq, 5760543]
[paragraph, [248.0, 437.0, 833.0, 36.0], StDl6C5VWq, 5760543]
[paragraph, [248.0, 487.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 523.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 559.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 595.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 631.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 667.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 703.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 739.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 775.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 811.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 847.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 883.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 919.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 955.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 991.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 1027.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 1063.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 1099.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 1135.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [248.0, 1171.0, 836.0, 36.0], iycaZkVUDx, 5760543]
[paragraph, [247.0, 1307.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1343.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1379.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1415.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1451.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1487.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1523.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
[paragraph, [247.0, 1559.0, 834.0, 36.0], shoonya_0sEK9JVK0T2F40, 5760543]
