[1545, 2000]
[section-title, [83.0, 51.0, 471.0, 49.5], WS9S90400A, 6532512]
[section-title, [83.0, 100.5, 471.0, 49.5], WS9S90400A, 6532512]
[section-title, [83.0, 150.0, 471.0, 49.5], WS9S90400A, 6532512]
[section-title, [1440.0, 64.0, 455.0, 49.5], -6Gc2nSQgG, 6532512]
[section-title, [1440.0, 113.5, 455.0, 49.5], -6Gc2nSQgG, 6532512]
[section-title, [729.0, 69.0, 546.0, 49.5], wRz-pbu2hH, 6532512]
[section-title, [729.0, 118.5, 546.0, 49.5], wRz-pbu2hH, 6532512]
[paragraph, [1411.0, 226.0, 521.0, 36.0], tbMO9qJTDA, 6532512]
[paragraph, [1411.0, 262.0, 521.0, 36.0], tbMO9qJTDA, 6532512]
[paragraph, [1411.0, 298.0, 521.0, 36.0], tbMO9qJTDA, 6532512]
[paragraph, [1411.0, 334.0, 521.0, 36.0], tbMO9qJTDA, 6532512]
[paragraph, [696.0, 237.0, 585.0, 36.0], URn6mXGrQZ, 6532512]
[paragraph, [696.0, 273.0, 585.0, 36.0], URn6mXGrQZ, 6532512]
[paragraph, [696.0, 309.0, 585.0, 36.0], URn6mXGrQZ, 6532512]
[paragraph, [696.0, 345.0, 585.0, 36.0], URn6mXGrQZ, 6532512]
[paragraph, [46.0, 248.0, 556.0, 36.0], kGlL7dMAKz, 6532512]
[paragraph, [46.0, 284.0, 556.0, 36.0], kGlL7dMAKz, 6532512]
[paragraph, [46.0, 320.0, 556.0, 36.0], kGlL7dMAKz, 6532512]
[paragraph, [46.0, 356.0, 556.0, 36.0], kGlL7dMAKz, 6532512]
[paragraph, [46.0, 392.0, 556.0, 36.0], kGlL7dMAKz, 6532512]
[paragraph, [46.0, 428.0, 556.0, 36.0], kGlL7dMAKz, 6532512]
[sub-section-title, [1502.0, 405.0, 267.0, 36.0], jdvSMyqZjm, 6532512]
[paragraph, [1383.0, 451.0, 514.0, 36.0], cyCD_9vQC3, 6532512]
[paragraph, [1383.0, 487.0, 514.0, 36.0], cyCD_9vQC3, 6532512]
[paragraph, [1383.0, 523.0, 514.0, 36.0], cyCD_9vQC3, 6532512]
[paragraph, [1383.0, 559.0, 514.0, 36.0], cyCD_9vQC3, 6532512]
[paragraph, [67.0, 478.0, 525.0, 36.0], dIUd-cIq7L, 6532512]
[paragraph, [67.0, 514.0, 525.0, 36.0], dIUd-cIq7L, 6532512]
[paragraph, [67.0, 550.0, 525.0, 36.0], dIUd-cIq7L, 6532512]
[paragraph, [67.0, 586.0, 525.0, 36.0], dIUd-cIq7L, 6532512]
[sub-section-title, [1509.0, 620.0, 271.0, 36.0], ERbvIGFgzE, 6532512]
[unordered-list, [719.0, 665.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 701.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 737.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 773.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 809.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 845.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 881.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 917.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 953.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 989.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 1025.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 1061.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 1097.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 1133.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[unordered-list, [719.0, 1169.0, 297.0, 36.0], shoonya_0s1J8WETQ0BDAP, 6532512]
[paragraph, [1387.0, 669.0, 514.0, 36.0], U5UALd4x2g, 6532512]
[paragraph, [1387.0, 705.0, 514.0, 36.0], U5UALd4x2g, 6532512]
[paragraph, [1387.0, 741.0, 514.0, 36.0], U5UALd4x2g, 6532512]
[paragraph, [1387.0, 777.0, 514.0, 36.0], U5UALd4x2g, 6532512]
[section-title, [77.0, 831.0, 497.0, 49.5], yiXqGOfMq1, 6532512]
[sub-section-title, [1510.0, 861.0, 259.0, 36.0], NryE05LHts, 6532512]
[paragraph, [1388.0, 909.0, 506.0, 36.0], i55WD4DJ93, 6532512]
[paragraph, [1388.0, 945.0, 506.0, 36.0], i55WD4DJ93, 6532512]
[paragraph, [1388.0, 981.0, 506.0, 36.0], i55WD4DJ93, 6532512]
[paragraph, [1388.0, 1017.0, 506.0, 36.0], i55WD4DJ93, 6532512]
[paragraph, [390.0, 996.0, 239.0, 36.0], VZI--RjvEI, 6532512]
[paragraph, [363.0, 1199.0, 294.0, 36.0], 9aGsxQfGkw, 6532512]
[paragraph, [363.0, 1235.0, 294.0, 36.0], 9aGsxQfGkw, 6532512]
[paragraph, [715.0, 1227.0, 566.0, 36.0], zO2YSkZjnD, 6532512]
[paragraph, [715.0, 1263.0, 566.0, 36.0], zO2YSkZjnD, 6532512]
[website-link, [880.0, 1499.0, 207.0, 18.0], f-DUqrEjVn, 6532512]
