[1266, 803]
[folio, [620.0, 31.0, 120.0, 18.0], I6yiWD2GTz, 5781666]
[folio, [620.0, 49.0, 120.0, 18.0], I6yiWD2GTz, 5781666]
[folio, [620.0, 67.0, 120.0, 18.0], I6yiWD2GTz, 5781666]
[folio, [319.0, 59.0, 184.0, 18.0], shoonya_3sB0E3V7GQOJKZ, 5781666]
[paragraph, [66.0, 108.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 126.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 144.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 162.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 180.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 198.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 216.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[paragraph, [66.0, 234.0, 678.0, 18.0], HrBZRZLcdm, 5781666]
[ordered-list, [66.0, 258.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 276.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 294.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 312.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 330.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 348.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 366.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 384.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 402.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 420.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 438.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 456.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 474.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 492.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 510.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 528.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 546.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 564.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 582.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 600.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 618.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 636.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 654.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 672.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 690.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 708.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 726.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 744.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 762.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 780.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 798.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 816.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 834.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 852.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 870.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 888.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 906.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 924.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 942.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 960.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 978.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 996.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1014.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1032.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1050.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1068.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1086.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1104.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1122.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[ordered-list, [66.0, 1140.0, 676.0, 18.0], shoonya_0sO66JHEGU8X16, 5781666]
[sub-ordered-list, [68.0, 386.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 404.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 422.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 440.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 458.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 476.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 494.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 512.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 530.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 548.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 566.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 584.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 602.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 620.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 638.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 656.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 674.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 692.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 710.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 728.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 746.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 764.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 782.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 800.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
[sub-ordered-list, [68.0, 818.0, 675.0, 18.0], eqme1-Q5A5, 5781666]
