[2084, 1289]
[ordered-list, [108.0, 266.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 302.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 338.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 374.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 410.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 446.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 482.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 518.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 554.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 590.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 626.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 662.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 698.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 734.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 770.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 806.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 842.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 878.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 914.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 950.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 986.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1022.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1058.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1094.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1130.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1166.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1202.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1238.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1274.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1310.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1346.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1382.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1418.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1454.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1490.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1526.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1562.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1598.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1634.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1670.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1706.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1742.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1778.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1814.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[ordered-list, [108.0, 1850.0, 1063.0, 36.0], shoonya_0sO38MRDJGBUQH, 5660934]
[folio, [632.0, 1937.0, 655.0, 36.0], shoonya_2s51F7826QN27A, 5660934]
[folio, [632.0, 1973.0, 655.0, 36.0], shoonya_2s51F7826QN27A, 5660934]
