[2339, 1653]
[section-title, [707.0, 313.0, 245.0, 52.5], w4MVKzjMsv, 5655037]
[ordered-list, [283.0, 500.0, 682.0, 36.0], shoonya_3sB96HDADHTDX9, 5655037]
[ordered-list, [283.0, 536.0, 682.0, 36.0], shoonya_3sB96HDADHTDX9, 5655037]
[ordered-list, [283.0, 572.0, 682.0, 36.0], shoonya_3sB96HDADHTDX9, 5655037]
[ordered-list, [283.0, 608.0, 682.0, 36.0], shoonya_3sB96HDADHTDX9, 5655037]
[ordered-list, [283.0, 644.0, 682.0, 36.0], shoonya_3sB96HDADHTDX9, 5655037]
[ordered-list, [283.0, 680.0, 682.0, 36.0], shoonya_3sB96HDADHTDX9, 5655037]
[paragraph, [281.0, 850.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 886.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 922.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 958.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 994.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1030.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1066.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1102.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1138.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1174.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1210.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1246.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1282.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1318.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1354.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1390.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1426.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1462.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1498.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1534.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1570.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1606.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1642.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[paragraph, [281.0, 1678.0, 1082.0, 36.0], shoonya_0sWSYDFJXU7T1H, 5655037]
[section-title, [286.0, 1744.0, 173.0, 52.5], gSj9zZUrxU, 5655037]
[paragraph, [288.0, 1827.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 1863.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 1899.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 1935.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 1971.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 2007.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 2043.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 2079.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
[paragraph, [288.0, 2115.0, 1076.0, 36.0], shoonya_1sE3WUEZANGBZ7, 5655037]
