[2339, 1656]
[paragraph, [781.0, 95.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 131.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 167.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 203.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 239.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 275.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 311.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 347.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 383.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 419.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 455.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 491.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [781.0, 527.0, 706.0, 36.0], shoonya_0sRGVFGO19LZI8, 5749624]
[paragraph, [45.0, 109.0, 712.0, 36.0], shoonya_4sIZSJC0H50S0O, 5749624]
[paragraph, [45.0, 145.0, 712.0, 36.0], shoonya_4sIZSJC0H50S0O, 5749624]
[paragraph, [45.0, 181.0, 712.0, 36.0], shoonya_4sIZSJC0H50S0O, 5749624]
[paragraph, [45.0, 217.0, 712.0, 36.0], shoonya_4sIZSJC0H50S0O, 5749624]
[paragraph, [33.0, 277.0, 728.0, 36.0], Rdt5vglSo-, 5749624]
[paragraph, [33.0, 313.0, 728.0, 36.0], Rdt5vglSo-, 5749624]
[paragraph, [45.0, 384.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [45.0, 420.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [45.0, 456.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [45.0, 492.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [45.0, 528.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [45.0, 564.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [45.0, 600.0, 728.0, 36.0], DDBXhug8i4, 5749624]
[paragraph, [794.0, 581.0, 697.0, 36.0], shoonya_5s84Z69KFW0TGG, 5749624]
[paragraph, [794.0, 617.0, 697.0, 36.0], shoonya_5s84Z69KFW0TGG, 5749624]
[paragraph, [794.0, 653.0, 697.0, 36.0], shoonya_5s84Z69KFW0TGG, 5749624]
[paragraph, [794.0, 689.0, 697.0, 36.0], shoonya_5s84Z69KFW0TGG, 5749624]
[paragraph, [55.0, 654.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [55.0, 690.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [55.0, 726.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [55.0, 762.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [55.0, 798.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [55.0, 834.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [55.0, 870.0, 703.0, 36.0], shoonya_7sRPWIOSXEY916, 5749624]
[paragraph, [786.0, 746.0, 722.0, 36.0], shoonya_6sRKVM1ZP6CMGP, 5749624]
[paragraph, [786.0, 782.0, 722.0, 36.0], shoonya_6sRKVM1ZP6CMGP, 5749624]
[paragraph, [786.0, 818.0, 722.0, 36.0], shoonya_6sRKVM1ZP6CMGP, 5749624]
[paragraph, [786.0, 854.0, 722.0, 36.0], shoonya_6sRKVM1ZP6CMGP, 5749624]
[paragraph, [786.0, 890.0, 722.0, 36.0], shoonya_6sRKVM1ZP6CMGP, 5749624]
[paragraph, [803.0, 961.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 997.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1033.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1069.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1105.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1141.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1177.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1213.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1249.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1285.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1321.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1357.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1393.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1429.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1465.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1501.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1537.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1573.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1609.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1645.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1681.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1717.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [803.0, 1753.0, 704.0, 36.0], shoonya_1s6W3K7WWCF83Q, 5749624]
[paragraph, [166.0, 1046.0, 495.0, 36.0], eDkLMifCEA, 5749624]
[paragraph, [71.0, 1101.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1137.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1173.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1209.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1245.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1281.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1317.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1353.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1389.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1425.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1461.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1497.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1533.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1569.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1605.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1641.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1677.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1713.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1749.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1785.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1821.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1857.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1893.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [71.0, 1929.0, 704.0, 36.0], shoonya_2sZ3SVR31JXBAM, 5749624]
[paragraph, [815.0, 1806.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 1842.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 1878.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 1914.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 1950.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 1986.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 2022.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [815.0, 2058.0, 704.0, 36.0], shoonya_3s0138U6SLZ1HC, 5749624]
[paragraph, [81.0, 2006.0, 706.0, 36.0], shoonya_9sWQPSG4TET0FX, 5749624]
[paragraph, [81.0, 2042.0, 706.0, 36.0], shoonya_9sWQPSG4TET0FX, 5749624]
[paragraph, [81.0, 2078.0, 706.0, 36.0], shoonya_9sWQPSG4TET0FX, 5749624]
