[1211, 798]
[folio, [346.0, 43.0, 96.0, 18.0], shoonya_0sOJC1FEBMVS0W, 5741072]
[folio, [346.0, 61.0, 96.0, 18.0], shoonya_0sOJC1FEBMVS0W, 5741072]
[paragraph, [43.0, 101.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 119.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 137.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 155.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 173.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 191.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 209.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 227.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 245.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 263.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [43.0, 281.0, 695.0, 18.0], shoonya_1sVJ9YQD9AXET1, 5741072]
[paragraph, [50.0, 306.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 324.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 342.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 360.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 378.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 396.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 414.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 432.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 450.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 468.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 486.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 504.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 522.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 540.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 558.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 576.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 594.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 612.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 630.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 648.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 666.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 684.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 702.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 720.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 738.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 756.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 774.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 792.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 810.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 828.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 846.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 864.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 882.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 900.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 918.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 936.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 954.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 972.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 990.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1008.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1026.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1044.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1062.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1080.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1098.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1116.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[paragraph, [50.0, 1134.0, 693.0, 18.0], h2d7HKgbpG, 5741072]
[footnote, [419.0, 1172.0, 322.0, 18.0], shoonya_2sQFM4WR6XF37I, 5741072]
