[2175, 1462]
[folio, [144.0, 115.0, 188.0, 36.0], cDVg2JCjTu, 5655136]
[folio, [144.0, 151.0, 188.0, 36.0], cDVg2JCjTu, 5655136]
[paragraph, [222.0, 219.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 255.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 291.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 327.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 363.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 399.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 435.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [222.0, 471.0, 842.0, 36.0], 9TWFsU3ZME, 5655136]
[paragraph, [144.0, 546.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 582.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 618.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 654.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 690.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 726.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 762.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 798.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 834.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 870.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 906.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [144.0, 942.0, 1192.0, 36.0], shoonya_0sJ26MG1T0FO42, 5655136]
[paragraph, [148.0, 1036.0, 1191.0, 36.0], shoonya_2sLKDJMROUYTAZ, 5655136]
[paragraph, [148.0, 1072.0, 1191.0, 36.0], shoonya_2sLKDJMROUYTAZ, 5655136]
[paragraph, [148.0, 1108.0, 1191.0, 36.0], shoonya_2sLKDJMROUYTAZ, 5655136]
[paragraph, [148.0, 1144.0, 1191.0, 36.0], shoonya_2sLKDJMROUYTAZ, 5655136]
[paragraph, [148.0, 1180.0, 1191.0, 36.0], shoonya_2sLKDJMROUYTAZ, 5655136]
[paragraph, [148.0, 1216.0, 1191.0, 36.0], shoonya_2sLKDJMROUYTAZ, 5655136]
[section-title, [153.0, 1289.0, 512.0, 52.5], shoonya_6sUWPASOLIJFXK, 5655136]
[paragraph, [152.0, 1386.0, 1185.0, 36.0], shoonya_1sAHCL93LR48RH, 5655136]
[paragraph, [152.0, 1422.0, 1185.0, 36.0], shoonya_1sAHCL93LR48RH, 5655136]
[paragraph, [152.0, 1458.0, 1185.0, 36.0], shoonya_1sAHCL93LR48RH, 5655136]
[paragraph, [152.0, 1494.0, 1185.0, 36.0], shoonya_1sAHCL93LR48RH, 5655136]
[paragraph, [152.0, 1530.0, 1185.0, 36.0], shoonya_1sAHCL93LR48RH, 5655136]
[paragraph, [223.0, 1626.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[paragraph, [223.0, 1662.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[paragraph, [223.0, 1698.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[paragraph, [223.0, 1734.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[paragraph, [223.0, 1770.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[paragraph, [223.0, 1806.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[paragraph, [223.0, 1842.0, 846.0, 36.0], shoonya_5sWVUH9OTTIZZ5, 5655136]
[reference, [155.0, 1950.0, 520.0, 36.0], shoonya_4sHID3XGTWZUQZ, 5655136]
[reference, [155.0, 1986.0, 520.0, 36.0], shoonya_4sHID3XGTWZUQZ, 5655136]
