[2484, 1767]
[paragraph, [311.0, 372.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 408.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 444.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 480.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 516.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 552.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 588.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 624.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 660.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 696.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 732.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 768.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 804.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 840.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 876.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 912.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 948.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 984.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1020.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1056.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1092.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1128.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1164.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1200.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1236.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1272.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1308.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1344.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1380.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [311.0, 1416.0, 1274.0, 36.0], shoonya_1sZ887HSXO4IXZ, 5753827]
[paragraph, [306.0, 1462.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1498.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1534.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1570.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1606.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1642.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1678.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1714.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1750.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1786.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1822.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1858.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1894.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1930.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 1966.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 2002.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 2038.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 2074.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 2110.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
[paragraph, [306.0, 2146.0, 1264.0, 36.0], shoonya_0s2KPDONK4M477, 5753827]
