[2339, 1654]
[section-title, [192.0, 200.0, 1395.0, 52.5], AuCORawNQR, 5658119]
[folio, [166.0, 358.0, 926.0, 36.0], 2X1HHxRuJw, 5658119]
[dateline, [1246.0, 363.0, 361.0, 64.5], shoonya_3s5DHQFWWHSUIQ, 5658119]
[paragraph, [146.0, 498.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [146.0, 534.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [146.0, 570.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [146.0, 606.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [146.0, 642.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [146.0, 678.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [146.0, 714.0, 1464.0, 36.0], shoonya_0s83OPXXV1JI5N, 5658119]
[paragraph, [139.0, 753.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 789.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 825.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 861.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 897.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 933.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 969.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [139.0, 1005.0, 1464.0, 36.0], shoonya_2sFZBIUECG6H3S, 5658119]
[paragraph, [138.0, 1046.0, 971.0, 36.0], shoonya_5s35YL830CYIH4, 5658119]
[paragraph, [138.0, 1082.0, 971.0, 36.0], shoonya_5s35YL830CYIH4, 5658119]
[contact-info, [1113.0, 1072.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1108.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1144.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1180.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1216.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1252.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1288.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1324.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1360.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[contact-info, [1113.0, 1396.0, 476.0, 36.0], shoonya_10s29JI2YDD1KF, 5658119]
[folio, [155.0, 1347.0, 669.0, 36.0], shoonya_8sRU1ZPXW0C3QG, 5658119]
[section-title, [132.0, 1387.0, 198.0, 52.5], shoonya_9s1AVR94HJCA82, 5658119]
[ordered-list, [133.0, 1437.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1473.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1509.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1545.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1581.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1617.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1653.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1689.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1725.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[ordered-list, [133.0, 1761.0, 1477.0, 36.0], shoonya_4s4LDVJMTCJYRZ, 5658119]
[website-link, [1158.0, 1680.0, 304.0, 18.0], D0zIMJBRZd, 5658119]
[website-link, [1158.0, 1698.0, 304.0, 18.0], D0zIMJBRZd, 5658119]
[website-link, [1158.0, 1716.0, 304.0, 18.0], D0zIMJBRZd, 5658119]
[contact-info, [1108.0, 1831.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 1867.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 1903.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 1939.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 1975.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 2011.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 2047.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
[contact-info, [1108.0, 2083.0, 509.0, 36.0], shoonya_1s653314TG3QRY, 5658119]
