[1518, 1075]
[paragraph, [115.0, 172.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 208.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 244.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 280.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 316.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 352.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 388.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 424.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 460.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 496.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 532.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 568.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 604.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 640.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [115.0, 676.0, 424.0, 36.0], shoonya_0s4PCMLC6UT2B9, 5722216]
[paragraph, [557.0, 174.0, 428.0, 36.0], shoonya_3s0ZLFVVJNBMWU, 5722216]
[paragraph, [557.0, 210.0, 428.0, 36.0], shoonya_3s0ZLFVVJNBMWU, 5722216]
[paragraph, [557.0, 246.0, 428.0, 36.0], shoonya_3s0ZLFVVJNBMWU, 5722216]
[paragraph, [557.0, 282.0, 428.0, 36.0], shoonya_3s0ZLFVVJNBMWU, 5722216]
[paragraph, [557.0, 318.0, 428.0, 36.0], shoonya_3s0ZLFVVJNBMWU, 5722216]
[paragraph, [556.0, 388.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 424.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 460.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 496.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 532.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 568.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 604.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 640.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 676.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 712.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 748.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 784.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 820.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 856.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 892.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 928.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 964.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1000.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1036.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1072.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1108.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1144.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1180.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1216.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1252.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [556.0, 1288.0, 429.0, 36.0], shoonya_2sTA8FDTDS6D7A, 5722216]
[paragraph, [115.0, 730.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 766.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 802.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 838.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 874.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 910.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 946.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 982.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1018.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1054.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1090.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1126.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1162.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1198.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1234.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[paragraph, [115.0, 1270.0, 425.0, 36.0], shoonya_1sVVTJ9RDAZHJR, 5722216]
[folio, [196.0, 1392.0, 425.0, 36.0], shoonya_6sM9BJ3PC3811C, 5722216]
