[1448, 2048]
[section-title, [132.0, 186.0, 1007.0, 30.0], Crsmtwwii2, 6473929]
[section-title, [132.0, 216.0, 1007.0, 30.0], Crsmtwwii2, 6473929]
[paragraph, [125.0, 255.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 273.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 291.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 309.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 327.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 345.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 363.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 381.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 399.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 417.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 435.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 453.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 471.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 489.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 507.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 525.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 543.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 561.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 579.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 597.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 615.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [125.0, 633.0, 1784.0, 18.0], 0VZtmI8slU, 6473929]
[paragraph, [127.0, 677.0, 1222.0, 18.0], Y8GTEOA__s, 6473929]
[paragraph, [127.0, 695.0, 1222.0, 18.0], Y8GTEOA__s, 6473929]
[unordered-list, [145.0, 739.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 757.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 775.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 793.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 811.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 829.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 847.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[unordered-list, [145.0, 865.0, 667.0, 18.0], XDDOhUFto_, 6473929]
[sub-section-title, [132.0, 903.0, 271.0, 25.5], sKBHEKDV-b, 6473929]
[unordered-list, [130.0, 959.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 977.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 995.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1013.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1031.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1049.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1067.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1085.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1103.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [130.0, 1121.0, 1807.0, 18.0], G6KMPeUky5, 6473929]
[unordered-list, [138.0, 1161.0, 1403.0, 18.0], as-th_zn0U, 6473929]
[unordered-list, [138.0, 1179.0, 1403.0, 18.0], as-th_zn0U, 6473929]
[unordered-list, [138.0, 1197.0, 1403.0, 18.0], as-th_zn0U, 6473929]
[unordered-list, [138.0, 1215.0, 1403.0, 18.0], as-th_zn0U, 6473929]
[unordered-list, [138.0, 1233.0, 1403.0, 18.0], as-th_zn0U, 6473929]
[folio, [495.0, 1290.0, 811.0, 18.0], shoonya_0sPWP4ZKEWIRWG, 6473929]
[folio, [495.0, 1308.0, 811.0, 18.0], shoonya_0sPWP4ZKEWIRWG, 6473929]
[folio, [495.0, 1326.0, 811.0, 18.0], shoonya_0sPWP4ZKEWIRWG, 6473929]
[folio, [1385.0, 1298.0, 170.0, 18.0], JvP_ib-xNq, 6473929]
[folio, [1385.0, 1316.0, 170.0, 18.0], JvP_ib-xNq, 6473929]
