[1447, 1063]
[folio, [415.0, 51.0, 203.0, 18.0], YsspgoLBv1, 5763189]
[paragraph, [93.0, 94.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 112.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 130.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 148.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 166.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 184.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 202.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 220.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 238.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 256.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 274.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 292.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 310.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 328.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 346.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 364.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 382.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [93.0, 400.0, 432.0, 18.0], shoonya_11sP8QK24ODS0H, 5763189]
[paragraph, [538.0, 312.0, 430.0, 18.0], na6LLNO_ub, 5763189]
[paragraph, [538.0, 330.0, 430.0, 18.0], na6LLNO_ub, 5763189]
[paragraph, [538.0, 348.0, 430.0, 18.0], na6LLNO_ub, 5763189]
[paragraph, [538.0, 366.0, 430.0, 18.0], na6LLNO_ub, 5763189]
[paragraph, [538.0, 384.0, 430.0, 18.0], na6LLNO_ub, 5763189]
[paragraph, [538.0, 402.0, 430.0, 18.0], na6LLNO_ub, 5763189]
[section-title, [93.0, 436.0, 251.0, 30.0], shoonya_12sD7FTKTA9EX7, 5763189]
[section-title, [536.0, 439.0, 309.0, 30.0], zi2LYBx3cV, 5763189]
[paragraph, [91.0, 471.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 489.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 507.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 525.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 543.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 561.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 579.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 597.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 615.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 633.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [91.0, 651.0, 434.0, 18.0], shoonya_9sTNP2I75RZDB8, 5763189]
[paragraph, [536.0, 482.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 500.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 518.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 536.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 554.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 572.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 590.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 608.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 626.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 644.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 662.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[paragraph, [536.0, 680.0, 431.0, 18.0], shoonya_6s38C92A3VN7PL, 5763189]
[section-title, [91.0, 685.0, 247.0, 30.0], xxOX428Dam, 5763189]
[paragraph, [91.0, 959.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 977.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 995.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1013.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1031.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1049.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1067.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1085.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1103.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1121.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1139.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1157.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1175.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[paragraph, [91.0, 1193.0, 434.0, 18.0], shoonya_4sNO1KUHX6UG8H, 5763189]
[section-title, [534.0, 997.0, 208.0, 30.0], sRT5i835Hb, 5763189]
[paragraph, [535.0, 1048.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1066.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1084.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1102.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
[paragraph, [535.0, 1120.0, 438.0, 18.0], VHLgyt-Scf, 5763189]
