[4210, 2977]
[headline, [766.0, 148.0, 1414.0, 52.5], r3qNPK0YiL, 5697686]
[headline, [766.0, 200.5, 1414.0, 52.5], r3qNPK0YiL, 5697686]
[section-title, [1200.0, 266.0, 551.0, 93.0], htG6II9jk0, 5697686]
[folio, [1401.0, 460.0, 164.0, 52.5], uvuDWwKQiO, 5697686]
[folio, [1175.0, 547.0, 617.0, 52.5], cYv4sydid2, 5697686]
[sidebar, [2273.0, 606.0, 338.0, 52.5], twxhHikWFM, 5697686]
[ordered-list, [313.0, 772.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 824.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 877.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 929.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 982.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1034.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1087.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1139.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1192.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1244.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1297.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1349.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1402.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1454.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1507.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1559.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1612.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1664.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1717.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1769.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1822.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1874.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1927.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 1979.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 2032.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 2084.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 2137.0, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[ordered-list, [313.0, 2189.5, 2150.0, 52.5], shoonya_6sTE2QVRBJPQ0V, 5697686]
[sub-ordered-list, [342.0, 921.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 973.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1026.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1078.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1131.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1183.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1236.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1288.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1341.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1393.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1446.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1498.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1551.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1603.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1656.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1708.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1761.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1813.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1866.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1918.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 1971.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 2023.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 2076.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 2128.5, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[sub-ordered-list, [342.0, 2181.0, 2061.0, 52.5], shoonya_7sEQZ7YQAQJ095, 5697686]
[subsub-ordered-list, [498.0, 1072.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1090.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1108.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1126.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1144.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1162.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1180.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1198.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1216.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1234.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1252.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1270.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
[subsub-ordered-list, [498.0, 1288.0, 1832.0, 18.0], shoonya_0sBDBYICIO8JWX, 5697686]
