[864, 1296]
[section-title, [32.0, 30.0, 286.0, 30.0], c_ohYhstnj, 5744801]
[section-title, [32.0, 60.0, 286.0, 30.0], c_ohYhstnj, 5744801]
[unordered-list, [50.0, 113.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 131.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 149.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 167.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 185.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 203.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 221.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 239.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[unordered-list, [50.0, 257.0, 540.0, 18.0], shoonya_0sBQU9QRWQWDC9, 5744801]
[headline, [748.0, 147.0, 210.0, 25.5], xZXjdqgULG, 5744801]
[headline, [748.0, 172.5, 210.0, 25.5], xZXjdqgULG, 5744801]
[headline, [748.0, 198.0, 210.0, 25.5], xZXjdqgULG, 5744801]
[subsub-headline, [817.0, 329.0, 413.0, 22.5], YyGue24zbN, 5744801]
[unordered-list, [897.0, 398.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 416.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 434.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 452.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 470.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 488.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 506.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 524.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 542.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 560.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[unordered-list, [897.0, 578.0, 398.0, 18.0], shoonya_4s8R91QV7CH6SM, 5744801]
[section-title, [678.0, 418.0, 111.0, 30.0], shoonya_12s0X2PEFPUVUA, 5744801]
[section-title, [21.0, 479.0, 413.0, 30.0], __kgcp2rkm, 5744801]
[section-title, [21.0, 509.0, 413.0, 30.0], __kgcp2rkm, 5744801]
[sub-section-title, [241.0, 567.0, 208.0, 25.5], s8ht11a2X0, 5744801]
[unordered-list, [28.0, 575.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 593.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 611.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 629.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 647.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 665.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 683.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 701.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 719.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 737.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 755.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [28.0, 773.0, 222.0, 18.0], shoonya_3sTGF3OMGL8K92, 5744801]
[unordered-list, [250.0, 606.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 624.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 642.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 660.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 678.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 696.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 714.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 732.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
[unordered-list, [250.0, 750.0, 374.0, 18.0], shoonya_10sPP5RNF4ZOLT, 5744801]
