[1518, 1075]
[folio, [444.0, 116.0, 80.0, 36.0], gpdCKqZT-7, 5722326]
[paragraph, [529.0, 170.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 206.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 242.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 278.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 314.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 350.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 386.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 422.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 458.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 494.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 530.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 566.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 602.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [529.0, 638.0, 435.0, 36.0], shoonya_3sWCFMWVK4MINY, 5722326]
[paragraph, [85.0, 174.0, 435.0, 36.0], shoonya_0sWNI8HSN63H25, 5722326]
[paragraph, [85.0, 210.0, 435.0, 36.0], shoonya_0sWNI8HSN63H25, 5722326]
[paragraph, [85.0, 246.0, 435.0, 36.0], shoonya_0sWNI8HSN63H25, 5722326]
[paragraph, [85.0, 282.0, 435.0, 36.0], shoonya_0sWNI8HSN63H25, 5722326]
[paragraph, [85.0, 318.0, 435.0, 36.0], shoonya_0sWNI8HSN63H25, 5722326]
[paragraph, [85.0, 354.0, 435.0, 36.0], shoonya_0sWNI8HSN63H25, 5722326]
[paragraph, [83.0, 416.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 452.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 488.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 524.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 560.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 596.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 632.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 668.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 704.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 740.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 776.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 812.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 848.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 884.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 920.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 956.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 992.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1028.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1064.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1100.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1136.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1172.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1208.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [83.0, 1244.0, 438.0, 36.0], shoonya_1s57FMNFDKV1E1, 5722326]
[paragraph, [526.0, 711.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 747.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 783.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 819.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 855.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 891.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 927.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 963.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 999.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 1035.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 1071.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [526.0, 1107.0, 444.0, 36.0], tHDPNi46qd, 5722326]
[paragraph, [527.0, 1166.0, 442.0, 36.0], shoonya_7sKYBFRO1NUABZ, 5722326]
[paragraph, [527.0, 1202.0, 442.0, 36.0], shoonya_7sKYBFRO1NUABZ, 5722326]
[paragraph, [527.0, 1238.0, 442.0, 36.0], shoonya_7sKYBFRO1NUABZ, 5722326]
[paragraph, [527.0, 1274.0, 442.0, 36.0], shoonya_7sKYBFRO1NUABZ, 5722326]
[folio, [603.0, 1385.0, 271.0, 36.0], shoonya_6sAHTZO2MU8HZI, 5722326]
