[2339, 1653]
[chapter-title, [618.0, 97.0, 419.0, 70.5], shoonya_5sNFZRJG2YFYCE, 5661001]
[paragraph, [187.0, 201.0, 1259.0, 36.0], shoonya_2sED7AZRBAL6KV, 5661001]
[paragraph, [187.0, 237.0, 1259.0, 36.0], shoonya_2sED7AZRBAL6KV, 5661001]
[paragraph, [187.0, 273.0, 1259.0, 36.0], shoonya_2sED7AZRBAL6KV, 5661001]
[paragraph, [320.0, 308.0, 373.0, 36.0], shoonya_7sIAXPB98UXFNR, 5661001]
[paragraph, [320.0, 344.0, 373.0, 36.0], shoonya_7sIAXPB98UXFNR, 5661001]
[paragraph, [334.0, 402.0, 1109.0, 36.0], shoonya_13sV98AQD617QO, 5661001]
[paragraph, [311.0, 447.0, 408.0, 36.0], shoonya_12s53EOK8LDMRM, 5661001]
[paragraph, [203.0, 489.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 525.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 561.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 597.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 633.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 669.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 705.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 741.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 777.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 813.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 849.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 885.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 921.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 957.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 993.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 1029.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 1065.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 1101.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 1137.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[paragraph, [203.0, 1173.0, 1272.0, 36.0], shoonya_0sO0XXP1WE97R3, 5661001]
[section-title, [226.0, 1245.0, 324.0, 52.5], shoonya_6s287TFHXG24B5, 5661001]
[paragraph, [220.0, 1299.0, 639.0, 36.0], shoonya_4sVXBNPLS16U7H, 5661001]
[ordered-list, [224.0, 1348.0, 748.0, 36.0], shoonya_3s51XFPC07GUT8, 5661001]
[ordered-list, [224.0, 1384.0, 748.0, 36.0], shoonya_3s51XFPC07GUT8, 5661001]
[ordered-list, [224.0, 1420.0, 748.0, 36.0], shoonya_3s51XFPC07GUT8, 5661001]
[ordered-list, [224.0, 1456.0, 748.0, 36.0], shoonya_3s51XFPC07GUT8, 5661001]
[ordered-list, [224.0, 1492.0, 748.0, 36.0], shoonya_3s51XFPC07GUT8, 5661001]
[paragraph, [220.0, 1616.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
[paragraph, [220.0, 1652.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
[paragraph, [220.0, 1688.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
[paragraph, [220.0, 1724.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
[paragraph, [220.0, 1760.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
[paragraph, [220.0, 1796.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
[paragraph, [220.0, 1832.0, 1261.0, 36.0], shoonya_1sXLAD1X4FFFFS, 5661001]
