[1545, 2000]
[section-title, [745.0, 135.0, 232.0, 49.5], shoonya_13sJOOTSBW28PN, 6513868]
[folio, [1640.0, 207.0, 282.0, 36.0], DHV3acwPPc, 6513868]
[folio, [1640.0, 243.0, 282.0, 36.0], DHV3acwPPc, 6513868]
[folio, [1640.0, 279.0, 282.0, 36.0], DHV3acwPPc, 6513868]
[folio, [1640.0, 315.0, 282.0, 36.0], DHV3acwPPc, 6513868]
[folio, [1640.0, 351.0, 282.0, 36.0], DHV3acwPPc, 6513868]
[folio, [1640.0, 387.0, 282.0, 36.0], DHV3acwPPc, 6513868]
[paragraph, [742.0, 250.0, 469.0, 36.0], shoonya_4sD62WK9D0ZS2Y, 6513868]
[paragraph, [742.0, 286.0, 469.0, 36.0], shoonya_4sD62WK9D0ZS2Y, 6513868]
[paragraph, [742.0, 322.0, 469.0, 36.0], shoonya_4sD62WK9D0ZS2Y, 6513868]
[paragraph, [742.0, 358.0, 469.0, 36.0], shoonya_4sD62WK9D0ZS2Y, 6513868]
[section-title, [746.0, 512.0, 229.0, 49.5], shoonya_3sLFXJAQD0NB58, 6513868]
[paragraph, [739.0, 595.0, 475.0, 36.0], shoonya_2sX7UIMRZWEA9B, 6513868]
[paragraph, [739.0, 631.0, 475.0, 36.0], shoonya_2sX7UIMRZWEA9B, 6513868]
[paragraph, [739.0, 667.0, 475.0, 36.0], shoonya_2sX7UIMRZWEA9B, 6513868]
[paragraph, [739.0, 703.0, 475.0, 36.0], shoonya_2sX7UIMRZWEA9B, 6513868]
[section-title, [1406.0, 758.0, 438.0, 49.5], shoonya_11sMHKBD6DE9D7, 6513868]
[section-title, [1406.0, 807.5, 438.0, 49.5], shoonya_11sMHKBD6DE9D7, 6513868]
[unordered-list, [58.0, 865.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 901.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 937.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 973.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1009.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1045.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1081.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1117.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1153.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1189.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1225.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1261.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1297.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[unordered-list, [58.0, 1333.0, 499.0, 36.0], shoonya_15sG17GWD837GA, 6513868]
[paragraph, [741.0, 873.0, 472.0, 36.0], shoonya_5sQKVLNA9EEW9L, 6513868]
[paragraph, [741.0, 909.0, 472.0, 36.0], shoonya_5sQKVLNA9EEW9L, 6513868]
[paragraph, [741.0, 945.0, 472.0, 36.0], shoonya_5sQKVLNA9EEW9L, 6513868]
[paragraph, [741.0, 981.0, 472.0, 36.0], shoonya_5sQKVLNA9EEW9L, 6513868]
[paragraph, [1408.0, 985.0, 468.0, 36.0], shoonya_0s77Q6QRHBE4EH, 6513868]
[paragraph, [1408.0, 1021.0, 468.0, 36.0], shoonya_0s77Q6QRHBE4EH, 6513868]
[paragraph, [1408.0, 1057.0, 468.0, 36.0], shoonya_0s77Q6QRHBE4EH, 6513868]
[paragraph, [1408.0, 1093.0, 468.0, 36.0], shoonya_0s77Q6QRHBE4EH, 6513868]
[paragraph, [1408.0, 1129.0, 468.0, 36.0], shoonya_0s77Q6QRHBE4EH, 6513868]
[contact-info, [724.0, 1080.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1116.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1152.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1188.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1224.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1260.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1296.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[contact-info, [724.0, 1332.0, 486.0, 36.0], B9gtmIYuYO, 6513868]
[paragraph, [1411.0, 1271.0, 468.0, 36.0], _FGjBN4B7G, 6513868]
[website-link, [744.0, 1281.0, 378.0, 18.0], shoonya_10sIQZJD1H7TYF, 6513868]
[website-link, [744.0, 1299.0, 378.0, 18.0], shoonya_10sIQZJD1H7TYF, 6513868]
[website-link, [739.0, 1339.0, 456.0, 18.0], sgkuJAHzLO, 6513868]
[website-link, [739.0, 1357.0, 456.0, 18.0], sgkuJAHzLO, 6513868]
