[1031, 622]
[section-title, [261.0, 69.0, 102.0, 30.0], shoonya_2sQU8MAAPA7DCE, 5710257]
[paragraph, [62.0, 118.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 136.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 154.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 172.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 190.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 208.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 226.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 244.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 262.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 280.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 298.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 316.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 334.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 352.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [62.0, 370.0, 496.0, 18.0], shoonya_1sUFWA5GHI3HW5, 5710257]
[paragraph, [60.0, 397.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 415.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 433.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 451.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 469.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 487.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 505.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 523.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 541.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 559.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 577.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 595.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 613.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 631.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 649.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 667.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 685.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 703.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 721.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 739.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 757.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 775.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 793.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 811.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 829.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 847.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 865.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 883.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 901.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 919.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
[paragraph, [60.0, 937.0, 499.0, 18.0], shoonya_0sD9Q4845MFDJG, 5710257]
