[1326, 829]
[folio, [349.0, 64.0, 171.0, 18.0], b_WbYUGWsh, 5770515]
[folio, [349.0, 82.0, 171.0, 18.0], b_WbYUGWsh, 5770515]
[folio, [349.0, 100.0, 171.0, 18.0], b_WbYUGWsh, 5770515]
[paragraph, [420.0, 128.0, 330.0, 18.0], shoonya_0sZR00T1WE5N7S, 5770515]
[paragraph, [420.0, 146.0, 330.0, 18.0], shoonya_0sZR00T1WE5N7S, 5770515]
[paragraph, [420.0, 164.0, 330.0, 18.0], shoonya_0sZR00T1WE5N7S, 5770515]
[paragraph, [67.0, 131.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 149.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 167.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 185.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 203.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 221.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 239.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 257.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 275.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 293.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 311.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 329.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 347.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 365.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 383.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 401.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 419.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 437.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 455.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 473.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 491.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 509.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 527.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 545.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 563.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 581.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 599.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 617.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 635.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [67.0, 653.0, 345.0, 18.0], i3adUykYb0, 5770515]
[paragraph, [416.0, 185.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 203.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 221.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 239.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 257.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 275.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 293.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 311.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 329.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 347.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 365.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 383.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 401.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 419.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 437.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 455.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 473.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 491.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 509.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[paragraph, [416.0, 527.0, 341.0, 18.0], BNXuKRaWw4, 5770515]
[ordered-list, [415.0, 556.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 574.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 592.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 610.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 628.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 646.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 664.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 682.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 700.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 718.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 736.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 754.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 772.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 790.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 808.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 826.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 844.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 862.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 880.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 898.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
[ordered-list, [415.0, 916.0, 349.0, 18.0], OcuOv9Nz8O, 5770515]
