[2339, 1653]
[paragraph, [244.0, 247.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 283.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 319.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 355.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 391.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 427.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 463.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 499.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 535.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 571.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [244.0, 607.0, 1155.0, 36.0], shoonya_1s68OFWNMFFZDF, 5687345]
[paragraph, [444.0, 659.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 695.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 731.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 767.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 803.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 839.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 875.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 911.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 947.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 983.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1019.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1055.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1091.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1127.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1163.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1199.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [444.0, 1235.0, 961.0, 36.0], shoonya_2sGIBBJSUN2MJ9, 5687345]
[paragraph, [249.0, 1321.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1357.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1393.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1429.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1465.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1501.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1537.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1573.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1609.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1645.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1681.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1717.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1753.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1789.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1825.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1861.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1897.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[paragraph, [249.0, 1933.0, 1153.0, 36.0], shoonya_0sYEZJ1VVB7HN3, 5687345]
[reference, [245.0, 2026.0, 816.0, 36.0], sDRPEFj4Q4, 5687345]
[reference, [245.0, 2062.0, 816.0, 36.0], sDRPEFj4Q4, 5687345]
