[2200, 1700]
[paragraph, [373.0, 111.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 147.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 183.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 219.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 255.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 291.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 327.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 363.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 399.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 435.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 471.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 507.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 543.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 579.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 615.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 651.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 687.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 723.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 759.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 795.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [373.0, 831.0, 1141.0, 36.0], shoonya_0s8V2BRU4VG4R2, 5733912]
[paragraph, [374.0, 911.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 947.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 983.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1019.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1055.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1091.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1127.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1163.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1199.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1235.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1271.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1307.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1343.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1379.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1415.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1451.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1487.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1523.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1559.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1595.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1631.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1667.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1703.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1739.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
[paragraph, [374.0, 1775.0, 1140.0, 36.0], shoonya_1sQRUX56J8MDMD, 5733912]
