[1044, 769]
[section-title, [374.0, 30.0, 157.0, 30.0], CM2aeB7GMa, 5722735]
[figure-caption, [633.0, 58.0, 60.0, 18.0], sr3jiVJwRZ, 5722735]
[figure-caption, [633.0, 76.0, 60.0, 18.0], sr3jiVJwRZ, 5722735]
[headline, [80.0, 85.0, 247.0, 25.5], shoonya_4sVBMFVI0TWS6A, 5722735]
[headline, [80.0, 110.5, 247.0, 25.5], shoonya_4sVBMFVI0TWS6A, 5722735]
[author, [360.0, 91.0, 171.0, 18.0], VBLCMSTt3I, 5722735]
[author, [360.0, 109.0, 171.0, 18.0], VBLCMSTt3I, 5722735]
[paragraph, [67.0, 152.0, 463.0, 18.0], T_L6wEnGlq, 5722735]
[paragraph, [67.0, 170.0, 463.0, 18.0], T_L6wEnGlq, 5722735]
[paragraph, [66.0, 200.0, 622.0, 18.0], hvrbDijBYr, 5722735]
[ordered-list, [63.0, 246.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 264.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 282.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 300.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 318.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 336.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 354.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 372.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 390.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 408.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 426.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 444.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 462.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 480.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 498.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 516.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[ordered-list, [63.0, 534.0, 630.0, 18.0], shoonya_2sN0E24W1SR2WX, 5722735]
[paragraph, [78.0, 617.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 635.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 653.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 671.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 689.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 707.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 725.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 743.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 761.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 779.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 797.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 815.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 833.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 851.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 869.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 887.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 905.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [78.0, 923.0, 294.0, 18.0], shoonya_1s6QV8NL7VEAX3, 5722735]
[paragraph, [396.0, 635.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 653.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 671.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 689.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 707.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 725.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 743.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 761.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 779.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 797.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 815.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 833.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
[paragraph, [396.0, 851.0, 294.0, 18.0], shoonya_0s951I31K9TM0F, 5722735]
