[1806, 1262]
[folio, [160.0, 99.0, 514.0, 36.0], shoonya_7sJRY8PVXEWN0S, 5680627]
[paragraph, [649.0, 174.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [649.0, 210.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [649.0, 246.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [649.0, 282.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [649.0, 318.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [649.0, 354.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [649.0, 390.0, 517.0, 36.0], shoonya_5s2THYUEWEWHGV, 5680627]
[paragraph, [97.0, 178.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [97.0, 214.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [97.0, 250.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [97.0, 286.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [97.0, 322.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [97.0, 358.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [97.0, 394.0, 507.0, 36.0], shoonya_0sHOOH70VR50AH, 5680627]
[paragraph, [652.0, 435.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 471.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 507.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 543.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 579.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 615.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 651.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [652.0, 687.0, 517.0, 36.0], shoonya_6sUWWG7U7ZFNBC, 5680627]
[paragraph, [100.0, 450.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 486.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 522.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 558.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 594.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 630.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 666.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 702.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 738.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 774.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 810.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 846.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 882.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 918.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 954.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [100.0, 990.0, 503.0, 36.0], shoonya_4sCCNNX8DWKSA9, 5680627]
[paragraph, [651.0, 766.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 802.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 838.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 874.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 910.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 946.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 982.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1018.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1054.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1090.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1126.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1162.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1198.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1234.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1270.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1306.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1342.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1378.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1414.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1450.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1486.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1522.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1558.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1594.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1630.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [651.0, 1666.0, 514.0, 36.0], shoonya_2sKHSHM0PR532N, 5680627]
[paragraph, [98.0, 1033.0, 505.0, 36.0], shoonya_3sIW1N3NY5TWV1, 5680627]
[paragraph, [98.0, 1069.0, 505.0, 36.0], shoonya_3sIW1N3NY5TWV1, 5680627]
[paragraph, [98.0, 1105.0, 505.0, 36.0], shoonya_3sIW1N3NY5TWV1, 5680627]
[paragraph, [98.0, 1141.0, 505.0, 36.0], shoonya_3sIW1N3NY5TWV1, 5680627]
[paragraph, [98.0, 1177.0, 505.0, 36.0], shoonya_3sIW1N3NY5TWV1, 5680627]
[paragraph, [98.0, 1213.0, 505.0, 36.0], shoonya_3sIW1N3NY5TWV1, 5680627]
[paragraph, [102.0, 1280.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1316.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1352.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1388.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1424.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1460.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1496.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1532.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1568.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1604.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
[paragraph, [102.0, 1640.0, 503.0, 36.0], shoonya_1sIWNXEBAUPH0Q, 5680627]
