[1320, 1176]
[folio, [75.0, 50.0, 175.0, 18.0], shoonya_0s7HCQMN06OLHM, 5693836]
[folio, [75.0, 68.0, 175.0, 18.0], shoonya_0s7HCQMN06OLHM, 5693836]
[folio, [75.0, 86.0, 175.0, 18.0], shoonya_0s7HCQMN06OLHM, 5693836]
[folio, [75.0, 104.0, 175.0, 18.0], shoonya_0s7HCQMN06OLHM, 5693836]
[folio, [75.0, 122.0, 175.0, 18.0], shoonya_0s7HCQMN06OLHM, 5693836]
[folio, [75.0, 140.0, 175.0, 18.0], shoonya_0s7HCQMN06OLHM, 5693836]
[paragraph, [80.0, 183.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 201.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 219.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 237.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 255.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 273.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 291.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 309.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 327.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 345.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 363.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 381.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 399.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 417.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [80.0, 435.0, 322.0, 18.0], Om60vD2f_J, 5693836]
[paragraph, [754.0, 192.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 210.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 228.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 246.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 264.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 282.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 300.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 318.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 336.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 354.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 372.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 390.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 408.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 426.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 444.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[paragraph, [754.0, 462.0, 322.0, 18.0], NI5F-qlMkv, 5693836]
[answer, [418.0, 461.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[answer, [418.0, 479.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[answer, [418.0, 497.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[answer, [418.0, 515.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[answer, [418.0, 533.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[answer, [418.0, 551.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[answer, [418.0, 569.0, 317.0, 18.0], dOTKf39bQ7, 5693836]
[paragraph, [83.0, 471.0, 314.0, 18.0], MLTOtUgsxH, 5693836]
[paragraph, [83.0, 489.0, 314.0, 18.0], MLTOtUgsxH, 5693836]
[paragraph, [83.0, 507.0, 314.0, 18.0], MLTOtUgsxH, 5693836]
[paragraph, [83.0, 525.0, 314.0, 18.0], MLTOtUgsxH, 5693836]
[paragraph, [83.0, 543.0, 314.0, 18.0], MLTOtUgsxH, 5693836]
[paragraph, [757.0, 494.0, 314.0, 18.0], eJBbHTrJMR, 5693836]
[paragraph, [757.0, 512.0, 314.0, 18.0], eJBbHTrJMR, 5693836]
[paragraph, [757.0, 530.0, 314.0, 18.0], eJBbHTrJMR, 5693836]
[paragraph, [757.0, 548.0, 314.0, 18.0], eJBbHTrJMR, 5693836]
[paragraph, [111.0, 578.0, 173.0, 18.0], 7s4DnIxJ63, 5693836]
